iter	RMSE
170	52713.64877
171	52599.10368
172	52491.68007
173	52377.17827
174	52263.98053
175	52144.17357
176	52036.44642
177	51926.56592
178	51807.46299
179	51696.79818
180	51591.87245
181	51483.11035
182	51368.35984
183	51259.15618
184	51146.58533
185	51037.14154
186	50931.5724
187	50814.06265
188	50700.94271
189	50600.60758
190	50481.13386
191	50373.64008
192	50276.24259
193	50172.94685
194	50068.06271
195	49967.46687
196	49856.55603
197	49753.86764
198	49652.62501
199	49550.36707
200	49442.3987
201	49343.72857
202	49242.36809
203	49140.28916
204	49035.38765
205	48926.22798
206	48840.36444
207	48743.16893
208	48647.45781
209	48544.19118
210	48437.78671
211	48330.63939
212	48225.31262
213	48125.47761
214	48028.75861
215	47923.32917
216	47830.26388
217	47727.43669
218	47639.12286
219	47534.39049
220	47431.95137
221	47340.51186
222	47243.55449
223	47146.33904
224	47057.93702
225	46961.48498
226	46863.61232
227	46759.0331
228	46653.59845
229	46567.80953
230	46477.88778
231	46389.50794
232	46299.82116
233	46212.5411
234	46109.38335
235	46017.81362
236	45930.72614
237	45837.81139
238	45746.77191
239	45660.37614
240	45576.99181
241	45488.80559
242	45395.10622
243	45310.03985
244	45224.26641
245	45137.28202
246	45050.07545
247	44958.63674
248	44863.10265
249	44776.71096
250	44682.56605
251	44598.05433
252	44509.38143
253	44419.98845
254	44333.40264
255	44239.60189
256	44156.29617
257	44065.72829
258	43985.09604
259	43898.87356
260	43814.0523
261	43725.21059
262	43645.39364
263	43563.08853
264	43481.68696
265	43393.39404
266	43310.5852
267	43230.26138
268	43150.4638
269	43068.28263
270	42985.84446
271	42904.9661
272	42821.41796
273	42734.83466
274	42651.07994
275	42567.38812
276	42488.13114
277	42405.61467
278	42322.22651
279	42241.35041
280	42167.34346
281	42091.49086
282	42015.73771
283	41937.42004
284	41860.63911
285	41774.39896
286	41695.21851
287	41608.65542
288	41531.50216
289	41451.34318
290	41375.39882
291	41302.18656
292	41227.48909
293	41150.12781
294	41083.19204
295	41016.41573
296	40944.57475
297	40870.24451
298	40801.27849
299	40719.16768
300	40649.17452
301	40577.68822
302	40505.91042
303	40433.2169
304	40360.51489
305	40292.07811
306	40225.10608
307	40146.1271
308	40067.53998
309	39995.08813
310	39918.28626
311	39848.13052
312	39781.61499
313	39713.69959
314	39641.03044
315	39575.74252
316	39509.00065
317	39440.62755
318	39368.2644
319	39296.98224
320	39228.48326
321	39157.74323
322	39094.25248
323	39019.77899
324	38954.41071
325	38888.78817
326	38820.78536
327	38748.63804
328	38680.75003
329	38614.47586
330	38550.6414
331	38481.53782
332	38414.08424
333	38345.30739
334	38277.99175
335	38211.5723
336	38144.08863
337	38079.63222
338	38017.96871
339	37957.79597
340	37887.54657
341	37829.57352
342	37757.61065
343	37696.52427
344	37625.15232
345	37558.55758
346	37489.66555
347	37423.61982
348	37359.74342
349	37298.70623
350	37239.38061
351	37181.84106
352	37113.07977
353	37054.60525
354	36997.12908
355	36933.65188
356	36870.88462
357	36813.26544
358	36747.58897
359	36686.31773
360	36623.86992
361	36566.24097
362	36508.24191
363	36437.32381
364	36370.8324
365	36304.57892
366	36242.29536
367	36184.16336
368	36125.31575
369	36070.21272
370	36003.92752
371	35940.8091
372	35878.40963
373	35814.22445
374	35762.0346
375	35710.11625
376	35653.05981
377	35589.06475
378	35537.31504
379	35481.86565
380	35422.49908
381	35365.8461
382	35314.31595
383	35263.636
384	35205.50328
385	35148.06742
386	35088.09775
387	35034.07105
388	34981.17765
389	34930.40918
390	34874.28652
391	34813.18561
392	34759.3295
393	34697.80306
394	34645.12769
395	34593.31554
396	34538.70272
397	34489.31265
398	34440.30096
399	34384.46178
400	34325.74135
401	34268.05537
402	34218.24464
403	34162.52829
404	34114.85256
405	34058.16021
406	34009.93776
407	33954.37582
408	33900.28718
409	33853.26242
410	33801.31849
411	33751.55682
412	33702.76924
413	33648.70534
414	33593.96676
415	33538.45494
416	33485.69249
417	33439.09241
418	33382.27569
419	33332.2969
420	33276.16195
421	33220.37468
422	33167.40916
423	33122.80016
424	33070.81872
425	33020.11256
426	32972.3149
427	32919.8257
428	32869.51973
429	32829.589
430	32774.45734
431	32726.90457
432	32678.4284
433	32632.00764
434	32585.29674
435	32536.45649
436	32491.51538
437	32442.39661
438	32398.35029
439	32351.71901
440	32302.51668
441	32253.17146
442	32207.5743
443	32163.93671
444	32119.80295
445	32076.955
446	32030.55066
447	31980.57431
448	31934.48599
449	31888.578
450	31844.20941
451	31798.50557
452	31750.75909
453	31706.37779
454	31663.66636
455	31617.15066
456	31568.63444
457	31527.1855
458	31483.13776
459	31438.57409
460	31393.28014
461	31351.71058
462	31307.31253
463	31265.33164
464	31220.67682
465	31180.74657
466	31136.11228
467	31097.9294
468	31052.68625
469	31007.96638
470	30957.33612
471	30915.5172
472	30872.77422
473	30829.81717
474	30781.4728
475	30734.23751
476	30689.44914
477	30644.37499
478	30604.58286
479	30565.29761
480	30522.15033
481	30481.99142
482	30437.2675
483	30399.53876
484	30355.6148
485	30315.46492
486	30276.89472
487	30233.62927
488	30192.71566
489	30150.81996
490	30107.6858
491	30073.14964
492	30027.78871
493	29994.78404
494	29953.00928
495	29913.44948
496	29872.20481
497	29832.09592
498	29796.72356
499	29756.49645
500	29713.71763
501	29672.4705
502	29632.6883
503	29594.90607
504	29558.94873
505	29518.6596
506	29481.61685
507	29442.35246
508	29408.12159
509	29372.64731
510	29335.80856
511	29299.72275
512	29260.10813
513	29221.59254
514	29183.80052
515	29141.6101
516	29104.0925
517	29066.95275
518	29029.25538
519	28988.92662
520	28949.22921
521	28909.30953
522	28869.8131
523	28824.21379
524	28786.28634
525	28747.46685
526	28715.00661
527	28677.02668
528	28643.93468
529	28608.55325
530	28572.3147
531	28533.13449
532	28498.22602
533	28463.24465
534	28425.47746
535	28387.61618
536	28350.34055
537	28313.53689
538	28278.75447
539	28243.85656
540	28211.17059
541	28175.15693
542	28140.61006
543	28108.84014
544	28071.56938
545	28041.06014
546	28011.13391
547	27977.30164
548	27944.14019
549	27912.68622
550	27879.94712
551	27852.25784
552	27815.03097
553	27781.52758
554	27748.6514
555	27711.87446
556	27677.11691
557	27640.31751
558	27601.13939
559	27569.10533
560	27533.91064
561	27500.68156
562	27470.09146
563	27438.58578
564	27409.41916
565	27374.7217
566	27344.64208
567	27315.53433
568	27280.20611
569	27251.7887
570	27220.85867
571	27189.85636
572	27156.83867
573	27125.32659
574	27091.9121
575	27058.33925
576	27031.42926
577	26995.56344
578	26968.95591
579	26939.08532
580	26907.60559
581	26879.21835
582	26852.59037
583	26823.10171
584	26795.60694
585	26763.61235
586	26730.49084
587	26699.28038
588	26674.15535
589	26644.62636
590	26615.60696
591	26584.99619
592	26554.413
593	26524.56069
594	26495.69327
595	26463.49972
596	26436.65966
597	26410.23837
598	26378.58599
599	26348.03379
600	26317.16586
601	26288.83234
602	26266.35324
603	26240.78804
604	26211.42911
605	26181.50568
606	26152.27256
607	26127.12869
608	26096.77325
609	26070.15034
610	26043.8122
611	26017.11695
612	25989.98569
613	25964.48646
614	25939.07076
615	25914.7384
616	25887.45843
617	25860.9035
618	25831.29172
619	25803.05848
620	25771.99563
621	25746.16178
622	25723.9866
623	25694.44823
624	25666.79053
625	25638.88116
626	25616.28539
627	25589.69382
628	25561.87194
629	25532.63421
630	25505.01375
631	25476.61256
632	25449.07079
633	25423.91934
634	25399.59394
635	25372.93112
636	25345.02207
637	25317.42224
638	25289.22774
639	25264.95191
640	25237.87066
641	25215.2291
642	25186.44714
643	25162.54561
644	25134.4845
645	25106.1046
646	25084.84794
647	25063.86357
648	25037.69885
649	25012.20691
650	24986.00351
651	24963.24284
652	24938.64301
653	24917.26529
654	24891.35191
655	24869.33206
656	24846.57422
657	24821.94224
658	24796.8642
659	24772.31717
660	24745.87822
661	24721.14521
662	24696.10858
663	24673.06801
664	24654.45312
665	24628.85617
666	24602.76727
667	24577.87271
668	24552.84429
669	24525.49012
670	24504.67548
671	24479.05739
672	24453.73454
673	24429.91156
674	24405.00777
675	24383.60612
676	24361.60146
677	24337.34842
678	24313.39701
679	24290.42202
680	24267.77778
681	24242.8418
682	24217.73591
683	24196.20023
684	24175.90077
685	24154.99861
686	24129.98289
687	24108.5003
688	24084.22834
689	24062.82379
690	24039.26164
691	24018.44585
692	23994.88232
693	23973.2041
694	23952.16607
695	23928.50664
696	23907.15145
697	23883.55333
698	23862.53677
699	23840.31793
700	23817.56556
701	23797.97123
702	23776.63018
703	23755.21013
704	23733.57132
705	23712.1876
706	23692.16422
707	23669.05032
708	23645.24539
709	23629.55725
710	23611.12017
711	23590.38688
712	23568.63976
713	23552.14571
714	23533.12844
715	23508.09752
716	23488.60566
717	23468.67077
718	23446.70252
719	23425.62219
720	23405.04942
721	23384.74324
722	23363.38862
723	23340.60483
724	23319.70999
725	23299.78682
726	23277.24374
727	23255.75302
728	23237.16417
729	23214.37248
730	23192.647
731	23172.34754
732	23151.71008
733	23130.51003
734	23112.98739
735	23095.33038
736	23072.28969
737	23051.0798
738	23030.9321
739	23011.18669
740	22993.07989
741	22972.12452
742	22954.69041
743	22934.36742
744	22914.24936
745	22895.94484
746	22878.83088
747	22859.64339
748	22838.49594
749	22820.17216
750	22802.9239
751	22784.96273
752	22763.535
753	22748.48965
754	22730.11943
755	22710.01189
756	22688.35762
757	22671.21857
758	22652.77362
759	22633.51509
760	22614.1124
761	22598.22256
762	22580.06212
763	22561.31449
764	22543.98251
765	22527.4454
766	22508.86412
767	22491.65472
768	22472.91241
769	22453.03538
770	22432.70218
771	22415.60723
772	22393.71047
773	22373.25823
774	22356.59357
775	22339.2097
776	22324.06776
777	22306.09904
778	22287.3153
779	22265.24611
780	22246.70168
781	22227.80424
782	22210.65061
783	22195.96457
784	22180.05552
785	22162.29908
786	22146.67585
787	22129.63123
788	22111.09053
789	22093.90564
790	22076.37664
791	22061.29339
792	22045.33145
793	22028.71567
794	22011.83578
795	21993.41912
796	21976.94966
797	21959.61502
798	21942.63411
799	21924.31317
800	21907.34701
801	21889.38771
802	21871.89911
803	21857.46418
804	21841.86602
805	21822.28574
806	21807.46152
807	21789.45346
808	21773.67207
809	21757.63176
810	21745.06974
811	21728.38462
812	21714.78855
813	21700.34887
814	21684.21962
815	21667.38417
816	21651.07826
817	21636.31475
818	21621.8065
819	21606.61647
820	21588.59039
821	21570.04123
822	21554.71662
823	21537.31386
824	21522.80683
825	21508.11754
826	21491.70218
827	21478.82633
828	21462.46648
829	21444.48206
830	21433.80298
831	21417.39352
832	21401.6774
833	21388.1615
834	21371.94299
835	21357.22295
836	21341.28078
837	21326.29326
838	21311.99015
839	21296.12146
840	21283.06767
841	21269.81862
842	21254.74303
843	21241.0099
844	21228.24453
845	21216.64594
846	21202.08044
847	21186.75966
848	21171.94068
849	21157.26378
850	21142.60635
851	21127.02586
852	21113.20701
853	21101.00861
854	21085.85857
855	21069.32786
856	21054.5101
857	21038.18566
858	21022.70996
859	21012.06585
860	20998.5166
861	20982.63015
862	20966.13082
863	20952.11033
864	20939.2143
865	20924.43569
866	20911.67035
867	20899.60184
868	20886.07562
869	20874.24309
870	20860.89912
871	20847.87513
872	20835.15811
873	20822.3735
874	20810.51051
875	20796.86049
876	20783.83749
877	20771.20879
878	20752.89696
879	20738.7792
880	20724.96963
881	20709.48755
882	20694.90847
883	20682.07565
884	20669.55108
885	20656.61804
886	20645.32359
887	20630.20616
888	20616.70877
889	20601.31961
890	20586.56974
891	20571.85062
892	20558.64019
893	20541.79023
894	20530.70318
895	20515.29872
896	20504.66241
897	20494.21701
898	20481.23105
899	20469.76503
900	20456.93659
901	20445.12342
902	20432.06933
903	20419.58393
904	20406.39176
905	20393.14884
906	20380.89192
907	20367.4294
908	20355.26437
909	20341.02495
910	20328.02919
911	20317.38954
912	20305.25168
913	20293.57512
914	20282.75815
915	20271.04817
916	20259.12641
917	20247.64746
918	20234.16479
919	20221.30985
920	20208.235
921	20193.44797
922	20177.77646
923	20167.35142
924	20155.61219
925	20145.60456
926	20129.34236
927	20118.2748
928	20105.11791
929	20093.98293
930	20079.52908
931	20067.49129
932	20056.19874
933	20042.68747
934	20030.36062
935	20019.4553
936	20009.07487
937	19997.75145
938	19983.87082
939	19973.02741
940	19964.41807
941	19956.07428
942	19945.17357
943	19932.87637
944	19922.28262
945	19910.56234
946	19900.836
947	19889.43519
948	19879.06416
949	19868.83254
950	19856.91883
951	19845.03928
952	19832.12258
953	19821.10185
954	19809.6045
955	19800.4257
956	19789.93152
957	19778.49521
958	19767.66831
959	19758.46795
960	19746.55465
961	19736.21845
962	19724.95556
963	19714.60075
964	19702.6515
965	19689.2802
966	19680.30929
967	19668.62488
968	19659.12725
969	19647.67217
970	19637.37341
971	19626.25988
972	19616.21355
973	19605.16539
974	19595.57172
975	19583.20646
976	19571.51593
977	19561.14272
978	19550.86718
979	19540.60852
980	19532.83353
981	19521.69904
982	19511.19485
983	19501.97894
984	19490.27292
985	19479.5096
986	19470.22701
987	19458.58032
988	19450.0095
989	19438.74372
990	19425.88276
991	19415.8786
992	19407.6481
993	19399.27353
994	19388.61373
995	19376.18041
996	19363.5989
997	19355.40145
998	19344.23303
999	19333.49413
1000	19325.25553
1001	19315.95519
1002	19305.09153
1003	19296.59439
1004	19283.79105
1005	19274.39192
1006	19263.19294
1007	19254.90419
1008	19242.9236
1009	19230.53996
1010	19220.04222
1011	19211.2795
1012	19200.29653
1013	19190.07484
1014	19181.09959
1015	19172.79428
1016	19163.06826
1017	19154.66686
1018	19145.22314
1019	19137.07285
1020	19126.84087
1021	19117.38025
1022	19107.41746
1023	19096.46586
1024	19085.5253
1025	19075.58961
1026	19064.89444
1027	19056.57369
1028	19047.7933
1029	19038.59762
1030	19029.658
1031	19022.06826
1032	19014.60783
1033	19006.36244
1034	18996.7112
1035	18986.19869
1036	18979.44253
1037	18969.82915
1038	18959.564
1039	18948.75839
1040	18940.23972
1041	18929.38321
1042	18920.3135
1043	18913.51248
1044	18906.81866
1045	18897.72411
1046	18889.95146
1047	18879.1399
1048	18870.04774
1049	18861.29353
1050	18853.37436
1051	18841.79504
1052	18833.97659
1053	18827.46615
1054	18816.89796
1055	18806.28268
1056	18798.32386
1057	18789.38767
1058	18779.28795
1059	18771.57717
1060	18761.88872
1061	18750.0936
1062	18743.02379
1063	18736.19413
1064	18729.66331
1065	18720.384
1066	18710.38867
1067	18702.69816
1068	18693.48905
1069	18684.14155
1070	18675.22987
1071	18665.02066
1072	18655.32493
1073	18648.26255
1074	18638.58631
1075	18630.5673
1076	18623.68352
1077	18615.07262
1078	18605.84669
1079	18598.04943
1080	18591.6557
1081	18582.64691
1082	18574.3267
1083	18568.29598
1084	18558.88579
1085	18549.93355
1086	18541.82463
1087	18532.36394
1088	18523.41065
1089	18515.64374
1090	18507.99353
1091	18500.69149
1092	18493.33728
1093	18485.39764
1094	18478.52825
1095	18470.73091
1096	18465.13738
1097	18459.57422
1098	18449.36756
1099	18442.03428
1100	18433.62144
1101	18425.27791
1102	18416.88671
1103	18409.15632
1104	18401.83053
1105	18394.87675
1106	18388.30684
1107	18378.70169
1108	18371.10297
1109	18362.57494
1110	18354.37998
1111	18347.67829
1112	18340.72985
1113	18331.13487
1114	18320.86923
1115	18312.41254
1116	18304.21068
1117	18296.63542
1118	18287.12713
1119	18278.57841
1120	18270.47425
1121	18261.75397
1122	18255.02534
1123	18247.62614
1124	18240.831
1125	18232.17182
1126	18224.81763
1127	18217.66697
1128	18208.73422
1129	18199.50991
1130	18191.01023
1131	18182.64999
1132	18174.40773
1133	18165.01971
1134	18155.74939
1135	18148.60431
1136	18140.46143
1137	18129.83324
1138	18122.43842
1139	18112.38633
1140	18105.38568
1141	18098.4331
1142	18090.71765
1143	18083.12329
1144	18076.43722
1145	18067.70359
1146	18059.05296
1147	18050.98479
1148	18044.43495
1149	18037.86976
1150	18029.08623
1151	18021.85465
1152	18015.14751
1153	18006.87124
1154	17999.722
1155	17992.72058
1156	17982.99024
1157	17977.32568
1158	17970.88077
1159	17964.81228
1160	17958.56129
1161	17951.37234
1162	17943.95978
1163	17937.50414
1164	17932.03261
1165	17924.73285
1166	17918.63972
1167	17911.25743
1168	17902.99527
1169	17895.77269
1170	17890.22299
1171	17883.38672
1172	17875.46754
1173	17866.23793
1174	17858.30203
1175	17848.82745
1176	17843.61852
1177	17836.21975
1178	17830.4641
1179	17824.40076
1180	17817.52257
1181	17810.31566
1182	17803.33194
1183	17792.81543
1184	17785.77249
1185	17778.17829
1186	17772.56594
1187	17763.42758
1188	17757.52754
1189	17750.40085
1190	17741.53507
1191	17735.64082
1192	17730.55727
1193	17724.3522
1194	17716.91541
1195	17710.13244
1196	17703.57151
1197	17697.17207
1198	17689.02031
1199	17683.27706
1200	17677.63104
1201	17670.45049
1202	17661.91722
1203	17655.95832
1204	17649.6153
1205	17644.53164
1206	17637.29167
1207	17630.35886
1208	17624.73743
1209	17617.768
1210	17610.33853
1211	17604.19256
1212	17598.19691
1213	17589.30925
1214	17583.85972
1215	17577.43951
1216	17569.54657
1217	17563.20373
1218	17556.769
1219	17550.12666
1220	17540.89504
1221	17535.6482
1222	17527.58161
1223	17520.98976
1224	17513.9196
1225	17508.73152
1226	17502.42593
1227	17495.6033
1228	17489.41421
1229	17482.76257
1230	17476.76338
1231	17471.87545
1232	17464.57193
1233	17458.37158
1234	17451.22925
1235	17445.21784
1236	17438.54307
1237	17433.60649
1238	17426.51997
1239	17420.29669
1240	17415.22203
1241	17407.15385
1242	17401.12975
1243	17395.17035
1244	17389.40109
1245	17381.83537
1246	17373.47335
1247	17367.73015
1248	17361.9182
1249	17356.00204
1250	17350.41321
1251	17345.96938
1252	17338.42469
1253	17330.55949
1254	17324.05661
1255	17319.98813
1256	17315.6178
1257	17309.48071
1258	17305.75966
1259	17299.44926
1260	17294.69348
1261	17287.87345
1262	17282.56172
1263	17273.86028
1264	17268.27096
1265	17263.25323
1266	17257.2076
1267	17252.26727
1268	17246.76802
1269	17241.24766
1270	17236.04956
1271	17229.97559
1272	17222.84383
1273	17215.09379
1274	17210.37688
1275	17204.03473
1276	17198.31553
1277	17191.56041
1278	17183.54217
1279	17176.84941
1280	17171.86728
1281	17166.2727
1282	17160.74853
1283	17155.37653
1284	17148.90579
1285	17143.85643
1286	17136.51179
1287	17129.19554
1288	17120.17401
1289	17113.33249
1290	17107.51141
1291	17099.46801
1292	17093.61664
1293	17087.67199
1294	17082.31334
1295	17075.69486
1296	17069.65579
1297	17064.45868
1298	17057.67436
1299	17052.41841
1300	17045.99708
1301	17039.07239
1302	17035.18034
1303	17030.85172
1304	17025.35506
1305	17019.65665
1306	17012.57815
1307	17007.32867
1308	17000.64493
1309	16994.73405
1310	16988.05635
1311	16983.27316
1312	16978.22365
1313	16970.80265
1314	16965.30115
1315	16960.95053
1316	16954.83352
1317	16949.54551
1318	16943.88596
1319	16937.6076
1320	16933.22683
1321	16929.09652
1322	16924.22283
1323	16918.34893
1324	16914.35542
1325	16907.56133
1326	16901.48016
1327	16893.38365
1328	16887.53419
1329	16881.49455
1330	16877.18989
1331	16872.77484
1332	16869.28768
1333	16865.70898
1334	16861.48059
1335	16855.57526
1336	16847.96353
1337	16843.71423
1338	16839.3709
1339	16832.76464
1340	16828.56814
1341	16822.26117
1342	16816.16039
1343	16810.66314
1344	16806.07105
1345	16801.20413
1346	16796.12027
1347	16792.30162
1348	16786.1313
1349	16782.56803
1350	16776.1011
1351	16772.66726
1352	16768.11546
1353	16764.10476
1354	16759.49355
1355	16755.64635
1356	16750.11474
1357	16746.87764
1358	16740.60111
1359	16734.30064
1360	16728.53433
1361	16722.38272
1362	16717.56328
1363	16713.55619
1364	16707.4491
1365	16703.268
1366	16699.15641
1367	16693.80791
1368	16689.65827
1369	16683.97401
1370	16679.36088
1371	16674.83888
1372	16668.08861
1373	16664.01427
1374	16658.19997
1375	16652.90827
1376	16647.33614
1377	16640.81119
1378	16634.31824
1379	16630.98334
1380	16625.64392
1381	16618.06278
1382	16611.08626
1383	16606.40051
1384	16599.43351
1385	16594.05161
1386	16588.94544
1387	16583.77852
1388	16577.47318
1389	16572.4937
1390	16567.45801
1391	16562.89023
1392	16558.17367
1393	16552.91565
1394	16548.02517
1395	16542.8645
1396	16537.74621
1397	16532.67762
1398	16527.81568
1399	16523.02542
1400	16518.89417
1401	16514.78158
1402	16509.20428
1403	16503.33326
1404	16496.41508
1405	16492.07675
1406	16485.39079
1407	16480.27479
1408	16474.37217
1409	16470.24682
1410	16465.57356
1411	16459.96441
1412	16455.95737
1413	16452.45665
1414	16448.49267
1415	16444.58301
1416	16440.22464
1417	16434.98834
1418	16429.75349
1419	16425.5206
1420	16421.00767
1421	16416.82691
1422	16412.52632
1423	16406.7673
1424	16404.5369
1425	16401.28866
1426	16396.7679
1427	16392.96124
1428	16386.80932
1429	16383.4214
1430	16377.7754
1431	16372.71564
1432	16367.50703
1433	16361.58956
1434	16357.77121
1435	16352.44374
1436	16348.57297
1437	16343.7694
1438	16339.24965
1439	16335.85394
1440	16333.27069
1441	16327.71214
1442	16323.55732
1443	16319.617
1444	16315.26164
1445	16310.38108
1446	16306.4534
1447	16301.83829
1448	16295.82671
1449	16290.93776
1450	16286.80787
1451	16282.90451
1452	16278.47136
1453	16274.7695
1454	16269.39723
1455	16266.24658
1456	16259.91534
1457	16257.74991
1458	16255.93832
1459	16249.39208
1460	16245.90249
1461	16242.1465
1462	16237.18577
1463	16233.94213
1464	16228.1301
1465	16223.54245
1466	16220.25015
1467	16216.52637
1468	16212.20747
1469	16208.4208
1470	16204.56602
1471	16198.44524
1472	16194.64418
1473	16189.76038
1474	16184.89137
1475	16179.14484
1476	16175.17279
1477	16171.53923
1478	16167.96679
1479	16165.23117
1480	16161.29516
1481	16157.31878
1482	16153.08455
1483	16149.14242
1484	16144.85844
1485	16140.14609
1486	16134.94812
1487	16130.99899
1488	16124.58208
1489	16120.95365
1490	16117.10747
1491	16111.3865
1492	16105.83449
1493	16101.15487
1494	16096.50147
1495	16090.91643
1496	16086.40005
1497	16081.69769
1498	16076.9239
1499	16072.3557
1500	16066.74277
1501	16064.40312
1502	16061.94197
1503	16057.93191
1504	16053.37577
1505	16048.93742
1506	16044.58694
1507	16039.77787
1508	16033.89795
1509	16030.22445
1510	16025.89457
1511	16022.60475
1512	16017.99183
1513	16012.70395
1514	16008.12338
1515	16003.89898
1516	15997.9168
1517	15991.60257
1518	15987.98812
1519	15983.37048
1520	15980.31221
1521	15977.5046
1522	15974.03977
1523	15968.65305
1524	15964.61519
1525	15962.01854
1526	15959.6509
1527	15954.29035
1528	15950.05284
1529	15946.23619
1530	15940.5296
1531	15936.91874
1532	15932.43545
1533	15929.95559
1534	15924.92294
1535	15918.04003
1536	15913.79746
1537	15908.22012
1538	15903.15831
1539	15899.69385
1540	15897.22482
1541	15890.5234
1542	15886.90331
1543	15882.98278
1544	15879.75496
1545	15875.01585
1546	15869.73427
1547	15864.83968
1548	15861.35342
1549	15858.22424
1550	15854.10459
1551	15848.42417
1552	15844.29314
1553	15840.56936
1554	15835.53009
1555	15831.57388
1556	15828.61285
1557	15823.8688
1558	15819.95965
1559	15816.69075
1560	15812.88931
1561	15809.93124
1562	15805.50978
1563	15802.88544
1564	15799.57043
1565	15794.82915
1566	15791.35949
1567	15787.36898
1568	15785.11013
1569	15782.03039
1570	15777.58341
1571	15773.6943
1572	15768.17384
1573	15762.53123
1574	15759.47263
1575	15753.95913
1576	15750.09515
1577	15745.60501
1578	15742.03559
1579	15737.81993
1580	15732.56747
1581	15728.37143
1582	15723.69399
1583	15719.02265
1584	15714.9492
1585	15711.6592
1586	15704.87586
1587	15701.47422
1588	15697.18002
1589	15693.80147
1590	15688.60923
1591	15683.22251
1592	15679.2746
1593	15673.63021
1594	15669.02622
1595	15662.43
1596	15658.48688
1597	15655.45205
1598	15651.44051
1599	15647.0044
1600	15640.36828
1601	15636.79961
1602	15632.0792
1603	15628.91773
1604	15621.48997
1605	15616.31693
1606	15610.748
1607	15607.26745
1608	15602.69931
1609	15599.22803
1610	15597.33742
1611	15592.33497
1612	15587.63024
1613	15584.47874
1614	15580.98952
1615	15576.30054
1616	15572.67073
1617	15567.65676
1618	15564.30378
1619	15560.28594
1620	15557.28233
1621	15553.00824
1622	15548.56848
1623	15545.32175
1624	15540.88697
1625	15536.12724
1626	15529.78921
1627	15525.78967
1628	15522.25163
1629	15518.93775
1630	15512.61963
1631	15508.89341
1632	15505.44618
1633	15502.36036
1634	15496.67821
1635	15492.33022
1636	15488.43883
1637	15484.39366
1638	15482.61434
1639	15477.84404
1640	15472.72582
1641	15470.26454
1642	15465.14081
1643	15460.31281
1644	15456.37084
1645	15453.91833
1646	15450.95285
1647	15447.93566
1648	15445.04844
1649	15440.54684
1650	15435.99017
1651	15431.48374
1652	15427.18552
1653	15423.48842
1654	15418.17922
1655	15412.90888
1656	15408.6681
1657	15402.58671
1658	15397.86652
1659	15394.81662
1660	15390.03376
1661	15385.78857
1662	15381.74335
1663	15378.25661
1664	15373.01672
1665	15367.75917
1666	15362.24425
