iter	RMSE
5227	6836.918327
5228	6836.133939
5229	6835.30565
5230	6833.658289
5231	6832.445474
5232	6831.620094
5233	6830.329159
5234	6829.29886
5235	6827.651653
5236	6826.531045
5237	6825.334764
5238	6824.004399
5239	6822.091188
5240	6821.169159
5241	6819.715704
5242	6818.015556
5243	6816.597128
5244	6814.314936
5245	6812.358869
5246	6810.949789
5247	6810.244442
5248	6808.083312
5249	6806.333523
5250	6804.461251
5251	6802.372892
5252	6801.084826
5253	6800.218684
5254	6798.804961
5255	6797.806477
5256	6796.072298
5257	6795.157401
5258	6794.045189
5259	6792.639187
5260	6791.346387
5261	6789.89116
5262	6788.362707
5263	6787.72881
5264	6785.920557
5265	6784.016127
5266	6782.32158
5267	6781.53919
5268	6779.63321
5269	6779.188428
5270	6778.055712
5271	6777.184842
5272	6776.276164
5273	6775.329818
5274	6773.928646
5275	6772.175263
5276	6771.299712
5277	6768.980999
5278	6768.129729
5279	6766.636886
5280	6765.354397
5281	6764.102986
5282	6762.886068
5283	6761.131259
5284	6758.874909
5285	6757.080173
5286	6756.005629
5287	6754.82803
5288	6753.59897
5289	6752.02829
5290	6750.41212
5291	6748.312817
5292	6747.229754
5293	6745.36748
5294	6743.945186
5295	6742.471827
5296	6741.013132
5297	6739.116057
5298	6738.567858
5299	6736.467429
5300	6734.839796
5301	6732.829075
5302	6730.970582
5303	6729.221568
5304	6727.290075
5305	6725.36688
5306	6723.814448
5307	6722.565539
5308	6721.224844
5309	6719.466913
5310	6717.702389
5311	6717.153453
5312	6715.845027
5313	6714.941699
5314	6713.041467
5315	6712.024593
5316	6710.580712
5317	6709.357588
5318	6709.044152
5319	6708.746533
5320	6707.456146
5321	6706.209186
5322	6704.152339
5323	6702.356474
5324	6701.406071
5325	6699.485567
5326	6697.729954
5327	6695.621582
5328	6694.599002
5329	6693.868047
5330	6691.658703
5331	6691.364098
5332	6690.212085
5333	6688.244433
5334	6685.988155
5335	6684.872984
5336	6683.491888
5337	6682.188349
5338	6680.609298
5339	6679.012531
5340	6678.280873
5341	6677.091341
5342	6675.448074
5343	6674.738326
5344	6672.367864
5345	6672.070261
5346	6671.414911
5347	6670.097772
5348	6668.305616
5349	6667.089995
5350	6665.158448
5351	6664.182238
5352	6662.601203
5353	6660.734425
5354	6659.864302
5355	6658.46355
5356	6657.965886
5357	6655.615189
5358	6655.303828
5359	6653.523266
5360	6652.574767
5361	6650.963551
5362	6649.390591
5363	6648.024941
5364	6646.800951
5365	6646.399842
5366	6646.189447
5367	6644.82262
5368	6644.082749
5369	6642.476055
5370	6641.907371
5371	6639.718064
5372	6639.264545
5373	6637.835391
5374	6636.538543
5375	6635.939247
5376	6634.870641
5377	6633.735807
5378	6632.528059
5379	6630.994088
5380	6630.191756
5381	6628.794931
5382	6627.351747
5383	6625.883675
5384	6624.597747
5385	6622.84131
5386	6621.489936
5387	6619.345891
5388	6618.361641
5389	6617.074096
5390	6615.531678
5391	6614.674158
5392	6613.132784
5393	6612.052492
5394	6610.545917
5395	6608.609176
5396	6607.035639
5397	6605.412615
5398	6604.157485
5399	6602.729956
5400	6602.328404
5401	6601.295516
5402	6599.289557
5403	6598.653933
5404	6597.670115
5405	6595.909162
5406	6594.789498
5407	6593.259299
5408	6591.805485
5409	6589.938615
5410	6588.909303
5411	6586.76534
5412	6585.459944
5413	6584.350581
5414	6583.02375
5415	6581.7319
5416	6581.064829
5417	6579.84731
5418	6578.809496
5419	6577.819237
5420	6576.895796
5421	6575.291463
5422	6573.195893
5423	6571.114518
5424	6569.410423
5425	6567.807075
5426	6566.68686
5427	6565.287588
5428	6564.457032
5429	6563.259071
5430	6562.045775
5431	6560.98548
5432	6559.336731
5433	6558.963992
5434	6558.513516
5435	6557.6433
5436	6556.367964
5437	6555.387069
5438	6555.16484
5439	6553.711566
5440	6552.291755
5441	6550.635323
5442	6549.864985
5443	6549.312871
5444	6548.351916
5445	6546.35025
5446	6545.138762
5447	6543.497262
5448	6542.506795
5449	6541.071708
5450	6539.822312
5451	6537.925798
5452	6537.205121
5453	6536.279607
5454	6534.811106
5455	6533.544697
5456	6531.810509
5457	6530.682496
5458	6529.14992
5459	6528.369592
5460	6527.213863
5461	6525.898474
5462	6524.445907
5463	6524.131703
5464	6523.124992
5465	6521.62725
5466	6520.715826
5467	6518.832442
5468	6516.674356
5469	6515.201386
5470	6513.927414
5471	6513.711779
5472	6511.895616
5473	6510.686924
5474	6509.081933
5475	6507.974503
5476	6507.254378
5477	6505.97044
5478	6504.532501
5479	6503.297388
5480	6502.076274
5481	6500.750593
5482	6499.274905
5483	6498.207189
5484	6496.25359
5485	6495.167239
5486	6494.094476
5487	6493.604702
5488	6492.383144
5489	6491.061728
5490	6489.262863
5491	6487.683067
5492	6486.39875
5493	6486.145942
5494	6484.798816
5495	6483.999078
5496	6482.492552
5497	6482.263981
5498	6481.264433
5499	6480.556633
5500	6478.660551
5501	6477.678951
5502	6476.426063
5503	6475.32013
5504	6473.323816
5505	6471.831381
5506	6470.550618
5507	6468.804815
5508	6466.77211
5509	6465.54117
5510	6464.362408
5511	6463.186389
5512	6462.290328
5513	6460.604453
5514	6458.832066
5515	6457.970226
5516	6456.563509
5517	6456.046422
5518	6455.675931
5519	6454.049637
5520	6453.103071
5521	6451.400771
5522	6448.927265
5523	6447.204788
5524	6446.605091
5525	6445.625758
5526	6445.419214
5527	6444.302339
5528	6443.414096
5529	6441.82423
5530	6440.502158
5531	6439.810613
5532	6438.802282
5533	6436.715839
5534	6435.576682
5535	6434.359575
5536	6432.618218
5537	6430.993716
5538	6429.675369
5539	6428.321545
5540	6427.132666
5541	6425.913099
5542	6424.600555
5543	6423.366743
5544	6422.376191
5545	6420.876801
5546	6419.707579
5547	6418.308584
5548	6417.579271
5549	6416.120177
5550	6415.177109
5551	6413.522522
5552	6412.411387
5553	6411.546305
5554	6409.914719
5555	6409.78136
5556	6408.966556
5557	6407.950747
5558	6406.527157
5559	6405.064253
5560	6404.831585
5561	6403.630069
5562	6402.670348
5563	6401.554527
5564	6399.954537
5565	6398.517737
5566	6397.087106
5567	6395.93672
5568	6394.953452
5569	6392.877091
5570	6391.376846
5571	6390.279176
5572	6389.167659
5573	6387.807284
5574	6387.127959
5575	6386.221177
5576	6384.586104
5577	6383.568171
5578	6381.520989
5579	6379.775143
5580	6378.325928
5581	6377.040393
5582	6375.723641
5583	6374.181449
5584	6373.438251
5585	6371.106661
5586	6369.191483
5587	6367.381525
5588	6366.110227
5589	6365.137022
5590	6364.051305
5591	6362.51682
5592	6361.515959
5593	6360.180559
5594	6358.951881
5595	6358.538011
5596	6356.76335
5597	6355.692482
5598	6354.437297
5599	6353.617353
5600	6353.400187
5601	6351.576367
5602	6350.386652
5603	6349.094805
5604	6347.829861
5605	6347.441478
5606	6346.437902
5607	6345.966622
5608	6344.830718
5609	6343.303628
5610	6341.53624
5611	6339.682969
5612	6339.033275
5613	6338.23859
5614	6337.110086
5615	6335.82197
5616	6334.066626
5617	6333.276344
5618	6332.001436
5619	6331.172016
5620	6329.269071
5621	6328.808808
5622	6327.755449
5623	6327.37445
5624	6325.741004
5625	6324.309954
5626	6321.678971
5627	6320.350094
5628	6318.8486
5629	6317.622873
5630	6316.367516
5631	6316.013274
5632	6314.346597
5633	6312.310921
5634	6311.198179
5635	6309.513158
5636	6307.826692
5637	6305.847016
5638	6305.272428
5639	6303.832169
5640	6302.399075
5641	6301.576761
5642	6300.222543
5643	6298.355334
5644	6297.518308
5645	6296.916531
5646	6295.728992
5647	6294.415078
5648	6293.297394
5649	6292.17857
5650	6290.603282
5651	6288.955299
5652	6287.35346
5653	6286.781516
5654	6286.589455
5655	6285.675385
5656	6284.467556
5657	6283.010684
5658	6281.895438
5659	6281.069734
5660	6279.613123
5661	6278.415162
5662	6277.625886
5663	6276.106934
5664	6274.180827
5665	6272.838204
5666	6271.489669
5667	6271.118235
5668	6269.749141
5669	6268.638664
5670	6267.65961
5671	6265.945411
5672	6264.144835
5673	6262.857419
5674	6261.576141
5675	6260.175997
5676	6258.096896
5677	6257.374543
5678	6255.346194
5679	6254.269307
5680	6253.02126
5681	6251.651201
5682	6250.459591
5683	6250.281585
5684	6249.578767
5685	6248.609967
5686	6247.213134
5687	6245.786204
5688	6244.287664
5689	6243.868196
5690	6242.723838
5691	6241.747907
5692	6240.796923
5693	6239.929008
5694	6238.942802
5695	6237.627674
5696	6235.970526
5697	6235.144181
5698	6233.969967
5699	6233.232028
5700	6232.497171
5701	6231.300897
5702	6231.153816
5703	6230.159961
5704	6229.479246
5705	6228.256274
5706	6226.703739
5707	6225.603881
5708	6224.521112
5709	6223.572617
5710	6221.968031
5711	6220.221258
5712	6219.208334
5713	6217.669616
5714	6216.743056
5715	6216.120211
5716	6215.04496
5717	6214.049889
5718	6213.263572
5719	6212.419187
5720	6210.700305
5721	6209.052569
5722	6207.799112
5723	6206.42866
5724	6205.132495
5725	6203.997566
5726	6202.413404
5727	6201.11732
5728	6199.385896
5729	6197.940924
5730	6196.27447
5731	6194.54507
5732	6192.821861
5733	6191.802969
5734	6190.423269
5735	6188.894679
5736	6187.798722
5737	6186.426932
5738	6184.562555
5739	6184.394028
5740	6183.444134
5741	6183.005679
5742	6181.349201
5743	6180.234833
5744	6179.150418
5745	6177.675471
5746	6176.601129
5747	6175.3225
5748	6174.384866
5749	6173.664169
5750	6172.956403
5751	6171.320681
5752	6170.356531
5753	6168.85158
5754	6167.398612
5755	6165.911368
5756	6165.280125
5757	6163.94834
5758	6162.48723
5759	6161.568923
5760	6160.881515
5761	6159.540198
5762	6158.270342
5763	6156.783826
5764	6155.551421
5765	6154.823185
5766	6153.331096
5767	6151.964774
5768	6150.953612
5769	6149.47157
5770	6147.916242
5771	6147.662267
5772	6147.054338
5773	6145.64373
5774	6145.495784
5775	6144.040132
5776	6142.61851
5777	6141.19611
5778	6139.95567
5779	6139.678603
5780	6138.956409
5781	6137.611092
5782	6136.675606
5783	6135.258916
5784	6133.89718
5785	6132.341662
5786	6131.670657
5787	6130.593102
5788	6129.208769
5789	6127.942692
5790	6126.478785
5791	6125.967189
5792	6125.08329
5793	6123.419933
5794	6121.690441
5795	6119.912846
5796	6118.28214
5797	6117.392498
5798	6115.914919
5799	6114.907367
5800	6113.891272
5801	6112.725117
5802	6111.362047
5803	6110.287403
5804	6108.271399
5805	6107.59899
5806	6106.50573
5807	6104.93145
5808	6103.600768
5809	6102.58255
5810	6101.641145
5811	6100.510959
5812	6100.18548
5813	6098.823399
5814	6096.793426
5815	6095.948329
5816	6093.967335
5817	6092.661529
5818	6091.498326
5819	6090.39758
5820	6089.569443
5821	6088.825224
5822	6087.237162
5823	6085.836642
5824	6084.32445
5825	6082.68118
5826	6081.16347
5827	6079.536233
5828	6078.665848
5829	6077.858616
5830	6076.556956
5831	6076.403748
5832	6075.247995
5833	6074.060165
5834	6073.042518
5835	6071.514416
5836	6070.275292
5837	6069.13474
5838	6068.740078
5839	6067.188549
5840	6066.66368
5841	6065.545468
5842	6064.478815
5843	6063.243399
5844	6061.749765
5845	6060.401497
5846	6059.627374
5847	6058.419973
5848	6057.135893
5849	6056.744689
5850	6055.562226
5851	6053.934488
5852	6053.488019
5853	6052.343204
5854	6051.506476
5855	6050.03654
5856	6048.002883
5857	6046.897916
5858	6045.136958
5859	6044.365519
5860	6042.945987
5861	6041.588612
5862	6040.575242
5863	6040.319932
5864	6039.302327
5865	6037.725596
5866	6036.01753
5867	6034.554945
5868	6032.545909
5869	6031.097889
5870	6030.07044
5871	6028.858126
5872	6028.277267
5873	6026.329011
5874	6024.471982
5875	6023.378976
5876	6022.252812
5877	6020.451782
5878	6019.783367
5879	6018.44504
5880	6017.196663
5881	6015.780625
5882	6014.495886
5883	6013.272943
5884	6012.072922
5885	6011.168388
5886	6010.149673
5887	6009.353453
5888	6007.569834
5889	6006.71566
5890	6005.647446
5891	6004.438415
5892	6003.303028
5893	6001.536819
5894	5999.862113
5895	5998.078018
5896	5996.934493
5897	5996.035137
5898	5995.871648
5899	5994.418938
5900	5992.730652
5901	5990.79803
5902	5989.404054
5903	5988.289567
5904	5987.003322
5905	5986.088819
5906	5984.672539
5907	5984.473784
5908	5983.35432
5909	5983.205194
5910	5982.195463
5911	5980.597045
5912	5979.997761
5913	5979.132515
5914	5977.740807
5915	5976.953651
5916	5975.932029
5917	5974.606373
5918	5974.079655
5919	5973.302595
5920	5971.874776
5921	5970.538711
5922	5969.448827
5923	5968.143355
5924	5967.730674
5925	5966.909012
5926	5966.095487
5927	5965.281781
5928	5963.511828
5929	5962.48156
5930	5961.578849
5931	5960.629696
5932	5959.534761
5933	5958.543062
5934	5957.642636
5935	5956.817212
5936	5955.438843
5937	5953.849927
5938	5952.623238
5939	5950.950736
5940	5950.245179
5941	5949.352485
5942	5948.215891
5943	5946.6793
5944	5946.057059
5945	5944.793034
5946	5943.399348
5947	5942.740575
5948	5941.596188
5949	5940.363871
5950	5939.061
5951	5937.794876
5952	5936.364155
5953	5934.754204
5954	5933.447703
5955	5932.346498
5956	5931.463794
5957	5930.053604
5958	5928.746973
5959	5927.081655
5960	5925.886745
5961	5924.792819
5962	5923.286434
5963	5923.088802
5964	5921.565674
5965	5920.409459
5966	5919.319545
5967	5918.922208
5968	5917.228482
5969	5915.788247
5970	5914.945676
5971	5914.008406
5972	5912.503083
5973	5911.619222
5974	5910.094371
5975	5909.205313
5976	5908.149432
5977	5906.583783
5978	5905.378605
5979	5904.18969
5980	5902.959189
5981	5901.528588
5982	5900.406346
5983	5899.228277
5984	5898.900405
5985	5898.755406
5986	5897.099562
5987	5895.834823
5988	5894.757506
5989	5893.793183
5990	5892.608521
5991	5891.861214
5992	5890.23066
5993	5888.556743
5994	5886.754056
5995	5885.191296
5996	5884.203994
5997	5883.062434
5998	5881.455239
5999	5880.036419
6000	5879.075455
6001	5878.874438
6002	5878.11517
6003	5877.034341
6004	5875.600951
6005	5874.493271
6006	5874.264495
6007	5872.941552
6008	5871.911245
6009	5870.614616
6010	5869.667168
6011	5869.049951
6012	5867.866868
6013	5866.781369
6014	5866.149283
6015	5864.652571
6016	5863.681086
6017	5863.542134
6018	5862.236652
6019	5860.547591
6020	5859.16388
6021	5858.33848
6022	5856.325257
6023	5855.899648
6024	5854.536851
6025	5853.340191
6026	5852.622571
6027	5850.981665
6028	5850.426047
6029	5849.528718
6030	5848.626278
6031	5847.929888
6032	5846.565447
6033	5845.823063
6034	5844.764768
6035	5843.556921
6036	5843.228978
6037	5841.758578
6038	5840.966773
6039	5840.551829
6040	5839.946627
6041	5838.061704
6042	5836.471438
6043	5834.983502
6044	5833.744181
6045	5832.660007
6046	5831.794604
6047	5831.200463
6048	5830.441269
6049	5829.798988
6050	5828.618319
6051	5827.813772
6052	5826.292339
6053	5825.498657
6054	5823.558198
6055	5822.670303
6056	5822.058295
6057	5820.426485
6058	5819.312764
6059	5818.50537
6060	5817.392103
6061	5815.811374
6062	5815.138024
6063	5814.516242
6064	5813.02346
6065	5812.896341
6066	5811.510969
6067	5810.292372
6068	5808.915161
6069	5807.570983
6070	5807.375527
6071	5806.982756
6072	5805.573685
6073	5804.071162
6074	5802.970439
6075	5802.064849
6076	5801.020192
6077	5799.901531
6078	5799.47481
6079	5798.395465
6080	5797.735619
6081	5796.538584
6082	5795.648398
6083	5794.607129
6084	5793.837631
6085	5793.339193
6086	5791.649418
6087	5790.295325
6088	5789.277658
6089	5788.409427
6090	5787.244174
6091	5785.773397
6092	5784.384765
6093	5782.976082
6094	5782.664849
6095	5782.465357
6096	5782.105327
6097	5781.970199
6098	5781.007407
6099	5779.372403
6100	5777.870089
6101	5776.407269
6102	5775.338093
6103	5774.306588
6104	5772.426368
6105	5771.274328
6106	5770.227216
6107	5769.176907
6108	5768.276237
6109	5767.139362
6110	5765.684213
6111	5764.202473
6112	5763.468721
6113	5761.730438
6114	5759.935464
6115	5758.295224
6116	5757.257144
6117	5756.522775
6118	5755.255845
6119	5753.296669
6120	5752.218281
6121	5751.158122
6122	5750.972579
6123	5750.344096
6124	5749.524799
6125	5748.175803
6126	5745.760406
6127	5744.605927
6128	5743.336989
6129	5742.009535
6130	5740.875747
6131	5739.903537
6132	5738.748367
6133	5738.4253
6134	5737.302415
6135	5735.945822
6136	5735.156203
6137	5733.754374
6138	5732.97295
6139	5731.578961
6140	5730.939742
6141	5729.991337
6142	5728.959347
6143	5727.547251
6144	5726.315817
6145	5725.410811
6146	5724.099317
6147	5723.951667
6148	5723.760519
6149	5722.025466
6150	5721.04886
6151	5719.458883
6152	5718.573465
6153	5716.741702
6154	5715.643296
6155	5714.315608
6156	5712.872869
6157	5711.676161
6158	5709.892091
6159	5709.026731
6160	5707.66098
6161	5706.302056
6162	5704.816087
6163	5703.798383
6164	5702.69302
6165	5701.740171
6166	5700.350457
6167	5699.252551
6168	5697.947512
6169	5697.249882
6170	5695.514763
6171	5695.252095
6172	5693.29992
6173	5692.009661
6174	5690.946122
6175	5689.602356
6176	5689.425318
6177	5688.203999
6178	5687.390593
6179	5686.28405
6180	5685.40075
6181	5684.028982
6182	5683.276595
6183	5681.520077
6184	5680.919516
6185	5679.33482
6186	5678.329977
6187	5677.543146
6188	5676.627353
6189	5675.814081
6190	5674.862802
6191	5673.863446
6192	5672.630514
6193	5671.606958
6194	5671.013126
6195	5669.683851
6196	5668.76962
6197	5667.462627
6198	5667.234636
6199	5665.997191
6200	5665.183351
6201	5663.570277
6202	5662.518239
6203	5661.281787
6204	5660.147921
6205	5659.26349
6206	5658.663886
6207	5657.863617
6208	5656.889456
6209	5656.306992
6210	5655.584443
6211	5654.493255
6212	5653.525915
6213	5652.796275
6214	5651.984517
6215	5650.680082
6216	5649.619794
6217	5649.021647
6218	5647.680346
6219	5646.456625
6220	5645.346164
6221	5643.709244
6222	5642.68654
6223	5641.509411
6224	5640.697153
6225	5640.105117
6226	5638.863038
6227	5638.171758
6228	5637.320529
6229	5636.094999
6230	5635.437206
6231	5634.231274
6232	5633.623502
6233	5633.010101
6234	5632.350299
6235	5631.324022
6236	5630.918813
6237	5629.664626
6238	5628.171085
6239	5627.129706
6240	5625.300284
6241	5623.873078
6242	5623.712271
6243	5622.676477
6244	5621.606672
6245	5621.025648
6246	5619.745113
6247	5619.383677
6248	5618.876356
6249	5617.68718
6250	5616.457885
6251	5614.976063
6252	5613.814284
6253	5612.884476
6254	5611.773611
6255	5610.480623
6256	5609.468289
6257	5608.869394
6258	5607.733984
6259	5606.540077
6260	5605.474288
6261	5604.34474
6262	5602.825179
6263	5601.506434
6264	5600.363979
6265	5598.931851
6266	5598.021426
6267	5597.135993
6268	5596.215736
6269	5594.587504
6270	5593.397769
6271	5592.742115
6272	5591.573053
6273	5590.321751
6274	5588.76213
6275	5587.240804
6276	5585.859319
6277	5584.847008
6278	5583.503292
6279	5582.49127
6280	5581.672758
6281	5581.130436
6282	5579.691225
6283	5578.190854
6284	5576.992348
6285	5576.015576
6286	5575.876832
6287	5574.06856
6288	5572.982107
6289	5571.669264
6290	5571.55041
6291	5570.296049
6292	5568.910788
6293	5567.459559
6294	5566.336034
6295	5565.57278
6296	5564.757276
6297	5563.207064
6298	5561.627119
6299	5560.789019
6300	5560.201559
6301	5558.204687
6302	5557.205305
6303	5556.04963
6304	5555.215961
6305	5554.273962
6306	5552.947219
6307	5551.82287
6308	5551.359352
6309	5550.532658
6310	5549.074685
6311	5548.098648
6312	5546.832936
6313	5545.636158
6314	5544.433951
6315	5543.471823
6316	5541.961977
6317	5540.451024
6318	5539.373632
6319	5538.36131
6320	5537.869911
6321	5537.288367
6322	5536.647001
6323	5535.206781
6324	5533.94469
6325	5532.923307
6326	5532.249514
6327	5531.372443
6328	5531.087011
6329	5530.570011
6330	5529.818382
6331	5528.4742
6332	5527.474118
6333	5526.738953
6334	5526.218525
6335	5525.349092
6336	5523.892296
6337	5523.418235
6338	5522.261371
6339	5521.193892
6340	5520.215161
6341	5519.294681
6342	5518.516402
6343	5517.796183
6344	5516.730018
6345	5515.512263
6346	5514.406759
6347	5513.088411
6348	5512.397362
6349	5511.288089
6350	5510.307481
6351	5510.166453
6352	5509.165735
6353	5507.966449
6354	5507.526382
6355	5505.713079
6356	5505.102167
6357	5503.985807
6358	5503.376823
6359	5502.785236
6360	5502.613019
6361	5501.429945
6362	5500.703074
6363	5499.939564
6364	5498.834069
6365	5498.119508
6366	5497.31414
6367	5496.063148
6368	5495.503945
6369	5494.706806
6370	5493.727876
6371	5492.844768
6372	5492.238119
6373	5491.23647
6374	5491.111863
6375	5490.174859
6376	5489.61935
6377	5488.341544
6378	5487.174108
6379	5486.44064
6380	5485.395099
6381	5484.129302
6382	5483.397654
6383	5482.219405
6384	5481.656856
6385	5480.773925
6386	5479.81361
6387	5478.90193
6388	5477.694196
6389	5476.957714
6390	5476.362525
6391	5474.608878
6392	5473.428505
6393	5472.7405
6394	5471.894503
6395	5469.576225
6396	5468.615777
6397	5467.793472
6398	5467.590219
6399	5466.839266
6400	5465.333842
6401	5463.95177
6402	5463.105618
6403	5461.896808
6404	5460.399265
6405	5459.200362
6406	5457.859314
6407	5456.755667
6408	5456.665785
6409	5454.747025
6410	5453.399942
6411	5452.697273
6412	5451.377324
6413	5449.731242
6414	5448.616743
6415	5447.70206
6416	5446.841499
6417	5445.491062
6418	5445.264876
6419	5445.095495
6420	5444.161931
6421	5443.181258
6422	5442.59285
6423	5441.608714
6424	5440.248999
6425	5439.012991
6426	5437.189479
6427	5436.637216
6428	5435.519702
6429	5434.078268
6430	5432.657756
6431	5431.441441
6432	5430.207781
6433	5429.058572
6434	5428.960827
6435	5427.93276
6436	5426.804602
6437	5425.186615
6438	5423.799695
6439	5422.821157
6440	5422.079615
6441	5420.920966
6442	5419.668193
6443	5419.538149
6444	5419.426256
6445	5418.822515
6446	5417.991045
6447	5417.004923
6448	5415.277318
6449	5413.805772
6450	5412.729683
6451	5411.38478
6452	5410.402795
6453	5409.661796
6454	5409.448479
6455	5408.168726
6456	5407.594102
6457	5406.153842
6458	5404.540449
6459	5402.865583
6460	5402.067118
6461	5400.650493
6462	5399.842164
6463	5398.501489
6464	5398.017199
6465	5396.473602
6466	5395.308479
6467	5394.733215
6468	5393.063036
6469	5391.566378
6470	5390.591756
6471	5389.821663
6472	5388.417766
6473	5387.652754
6474	5386.441281
6475	5385.720205
6476	5384.847477
6477	5383.251532
6478	5381.857775
6479	5381.260789
6480	5380.24625
6481	5379.24423
6482	5377.926304
6483	5376.637218
6484	5375.619894
6485	5374.401718
6486	5373.189025
6487	5372.069201
6488	5371.004684
6489	5370.104518
6490	5368.676679
6491	5368.434895
6492	5367.487721
6493	5366.024346
6494	5365.880614
6495	5364.968862
6496	5363.252014
6497	5362.655907
6498	5361.511168
6499	5360.765469
6500	5359.977499
6501	5358.786422
6502	5358.195941
6503	5356.7105
6504	5356.108833
6505	5354.648131
6506	5353.784437
6507	5353.084896
6508	5351.943128
6509	5351.287042
6510	5350.119288
6511	5349.768315
6512	5347.882721
6513	5347.420165
6514	5346.007729
6515	5345.278375
6516	5344.738281
6517	5343.979029
6518	5342.884344
6519	5341.509719
6520	5340.321505
6521	5338.850446
6522	5338.435049
6523	5337.572326
6524	5336.466026
6525	5335.462731
6526	5335.214305
6527	5334.326073
6528	5333.604707
6529	5332.696431
6530	5331.320367
6531	5330.807879
6532	5330.05337
6533	5328.927871
6534	5327.599985
6535	5326.231561
6536	5325.446229
6537	5324.290514
6538	5323.977697
6539	5323.467108
6540	5322.704797
6541	5322.556739
6542	5321.199005
6543	5320.098895
6544	5319.546927
6545	5318.676582
6546	5318.033026
6547	5317.048334
6548	5316.874415
6549	5315.471149
6550	5313.914393
6551	5313.307746
6552	5312.22201
6553	5311.071809
6554	5309.926774
6555	5309.14433
6556	5307.899468
6557	5307.031006
6558	5305.477293
6559	5304.784564
6560	5303.228831
6561	5302.267741
6562	5300.904931
6563	5300.523303
6564	5299.810332
6565	5298.893209
6566	5297.39212
6567	5296.406424
6568	5295.282495
6569	5294.226904
6570	5293.70752
6571	5292.369005
6572	5292.055408
6573	5290.517441
6574	5290.198496
6575	5290.052092
6576	5289.486465
6577	5289.287404
6578	5288.178853
6579	5287.611681
6580	5286.708638
6581	5286.051734
6582	5285.041264
6583	5284.185735
6584	5282.511465
6585	5281.491458
6586	5280.463814
6587	5279.240434
6588	5278.425969
6589	5278.287593
6590	5277.30418
6591	5276.332286
6592	5275.377105
6593	5275.208131
6594	5274.797139
6595	5273.505528
6596	5272.027144
6597	5270.846375
6598	5269.830905
6599	5269.168265
6600	5267.797153
6601	5266.368668
6602	5265.28264
6603	5264.937709
6604	5264.441157
6605	5263.202186
6606	5262.078524
6607	5261.383513
6608	5260.026591
6609	5258.481335
6610	5257.376212
6611	5257.230635
6612	5256.527672
6613	5255.949196
6614	5254.363476
6615	5253.463758
6616	5252.398647
6617	5251.063495
6618	5250.552861
6619	5249.681006
6620	5248.605795
6621	5246.894163
6622	5245.284815
6623	5244.607648
6624	5243.316328
6625	5242.147902
6626	5241.226141
6627	5240.108257
6628	5239.534306
6629	5238.469096
6630	5237.616527
6631	5236.920248
6632	5235.689381
6633	5235.395673
6634	5234.328574
6635	5233.529974
6636	5232.514005
6637	5232.020682
6638	5231.259507
6639	5230.244306
6640	5229.102753
6641	5227.999394
6642	5227.53793
6643	5226.284449
6644	5225.28891
6645	5224.317271
6646	5224.189339
6647	5223.431921
6648	5222.154594
6649	5221.725925
6650	5220.409306
6651	5219.292414
6652	5218.859261
6653	5218.017168
6654	5216.694018
6655	5215.577242
6656	5214.651746
6657	5213.091431
6658	5211.514568
6659	5210.697328
6660	5209.783959
6661	5208.768747
6662	5208.637396
6663	5207.197027
6664	5206.603831
6665	5205.223898
6666	5204.680976
6667	5203.568332
6668	5202.686628
6669	5202.238062
6670	5201.243734
6671	5200.425493
6672	5199.3884
6673	5198.397159
6674	5197.045974
6675	5196.018555
6676	5194.703854
6677	5193.117375
6678	5192.296477
6679	5190.948382
6680	5189.960209
6681	5189.281865
6682	5188.21851
6683	5188.097362
6684	5187.543248
6685	5186.027263
6686	5185.162174
6687	5184.356427
6688	5184.230063
6689	5182.644988
6690	5181.684541
6691	5180.90087
6692	5179.659264
6693	5178.725891
6694	5178.608083
6695	5177.686784
6696	5176.664502
6697	5175.108719
6698	5173.867948
6699	5172.289478
6700	5171.283386
6701	5170.235544
6702	5168.979386
6703	5167.744932
6704	5166.135868
6705	5165.387659
6706	5164.335605
6707	5163.433361
6708	5161.624581
6709	5160.341183
6710	5159.645724
6711	5158.613472
6712	5156.999865
6713	5156.224601
6714	5155.182794
6715	5153.799977
6716	5152.673496
6717	5151.327987
6718	5150.59418
6719	5149.607848
6720	5148.612893
6721	5147.883203
6722	5147.081323
6723	5145.871706
6724	5145.042615
6725	5143.385152
6726	5142.442919
6727	5141.24792
6728	5140.159833
6729	5138.96684
6730	5137.662932
6731	5136.514197
6732	5135.462922
6733	5134.483511
6734	5133.571417
6735	5131.802278
6736	5130.17975
6737	5129.244375
6738	5128.468292
6739	5128.057074
6740	5126.507837
6741	5126.022605
6742	5124.726287
6743	5124.193368
6744	5123.393829
6745	5122.405
6746	5122.272155
6747	5120.499254
6748	5119.474043
6749	5118.756924
6750	5117.675687
6751	5116.247746
6752	5115.215125
6753	5114.367996
6754	5113.854767
6755	5112.810998
6756	5111.642653
6757	5110.687419
6758	5109.615984
6759	5108.916994
6760	5107.895275
6761	5107.291573
6762	5106.123144
6763	5105.179655
6764	5104.175927
6765	5103.515843
6766	5103.112888
6767	5102.879941
6768	5102.226066
6769	5101.374741
6770	5099.975975
6771	5098.694322
6772	5098.554343
6773	5097.585924
6774	5096.561455
6775	5095.672018
6776	5094.689617
6777	5094.291129
6778	5093.547508
6779	5092.951639
6780	5091.937386
