iter	Passed	Remaining
397	24226	1193176
398	24285	1193021
399	24341	1192728
400	24396	1192385
401	24459	1192429
402	24519	1192351
403	24579	1192217
404	24636	1191990
405	24695	1191821
406	24751	1191519
407	24806	1191186
408	24861	1190883
409	24921	1190760
410	24977	1190470
411	25034	1190240
412	25090	1189967
413	25148	1189734
414	25228	1190606
415	25284	1190333
416	25342	1190143
417	25402	1190016
418	25464	1190043
419	25521	1189770
420	25579	1189581
421	25638	1189464
422	25696	1189255
423	25751	1188951
424	25807	1188667
425	25864	1188433
426	25922	1188234
427	25978	1187948
428	26034	1187701
429	26092	1187498
430	26151	1187374
431	26207	1187121
432	26262	1186790
433	26321	1186632
434	26379	1186455
435	26440	1186435
436	26499	1186282
437	26556	1186062
438	26624	1186354
439	26687	1186400
440	26751	1186478
441	26812	1186431
442	26868	1186140
443	26923	1185847
444	26978	1185556
445	27037	1185394
446	27092	1185118
447	27147	1184813
448	27203	1184519
449	27260	1184306
450	27331	1184691
451	27389	1184526
452	27450	1184475
453	27513	1184555
454	27569	1184271
455	27623	1183929
456	27678	1183630
457	27735	1183435
458	27792	1183211
459	27847	1182925
460	27903	1182675
461	27968	1182808
462	28037	1183099
463	28092	1182786
464	28147	1182512
465	28206	1182385
466	28264	1182209
467	28319	1181899
468	28374	1181616
469	28434	1181529
470	28505	1181907
471	28560	1181626
472	28616	1181370
473	28674	1181220
474	28732	1181052
475	28789	1180850
476	28846	1180660
477	28904	1180492
478	28960	1180226
479	29015	1179979
480	29073	1179821
481	29133	1179719
482	29194	1179672
483	29249	1179426
484	29307	1179268
485	29367	1179183
486	29422	1178912
487	29485	1178924
488	29541	1178681
489	29597	1178470
490	29653	1178220
491	29708	1177954
492	29763	1177699
493	29820	1177492
494	29884	1177556
495	29940	1177323
496	29995	1177058
497	30056	1177047
498	30111	1176781
499	30167	1176534
500	30226	1176418
501	30283	1176245
502	30339	1176013
503	30397	1175855
504	30452	1175583
505	30517	1175692
506	30573	1175495
507	30629	1175256
508	30684	1174996
509	30743	1174901
510	30802	1174789
511	30858	1174541
512	30916	1174398
513	30976	1174343
514	31032	1174111
515	31090	1173952
516	31145	1173694
517	31202	1173524
518	31260	1173394
519	31317	1173183
520	31374	1173003
521	31435	1172982
522	31500	1173112
523	31557	1172916
524	31615	1172793
525	31674	1172667
526	31733	1172562
527	31790	1172409
528	31846	1172161
529	31905	1172066
530	31960	1171815
531	32015	1171592
532	32072	1171407
533	32129	1171234
534	32185	1171000
535	32239	1170744
536	32296	1170561
537	32357	1170536
538	32413	1170297
539	32469	1170111
540	32528	1170007
541	32587	1169912
542	32642	1169677
543	32701	1169561
544	32759	1169426
545	32817	1169306
546	32874	1169124
547	32932	1168999
548	32988	1168785
549	33045	1168594
550	33104	1168503
551	33158	1168249
552	33217	1168145
553	33275	1167998
554	33332	1167847
555	33391	1167753
556	33448	1167558
557	33513	1167670
558	33575	1167689
559	33630	1167468
560	33685	1167233
561	33743	1167091
562	33801	1166955
563	33856	1166717
564	33911	1166511
565	33969	1166361
566	34028	1166275
567	34085	1166091
568	34143	1165971
569	34203	1165934
570	34259	1165725
571	34318	1165617
572	34372	1165368
573	34432	1165304
574	34494	1165310
575	34553	1165228
576	34611	1165097
577	34672	1165079
578	34728	1164858
579	34785	1164699
580	34842	1164540
581	34899	1164397
582	34956	1164235
583	35012	1164033
584	35070	1163917
585	35128	1163788
586	35188	1163748
587	35246	1163625
588	35302	1163424
589	35359	1163268
590	35415	1163063
591	35469	1162838
592	35535	1162959
593	35595	1162898
594	35651	1162708
595	35706	1162493
596	35764	1162365
597	35824	1162318
598	35880	1162117
599	35935	1161911
600	35990	1161691
601	36047	1161541
602	36104	1161391
603	36162	1161272
604	36219	1161117
605	36275	1160946
606	36332	1160774
607	36388	1160598
608	36446	1160496
609	36506	1160426
610	36580	1160803
611	36646	1160957
612	36717	1161255
613	36775	1161132
614	36831	1160937
615	36889	1160826
616	36950	1160787
617	37008	1160670
618	37063	1160460
619	37121	1160339
620	37180	1160250
621	37235	1160046
622	37294	1159958
623	37349	1159753
624	37407	1159618
625	37463	1159463
626	37522	1159376
627	37579	1159225
628	37636	1159079
629	37695	1158984
630	37753	1158868
631	37810	1158717
632	37867	1158579
633	37926	1158478
634	37980	1158263
635	38035	1158057
636	38097	1158055
637	38154	1157914
638	38213	1157820
639	38267	1157601
640	38331	1157647
641	38389	1157551
642	38445	1157366
643	38500	1157152
644	38564	1157231
645	38624	1157178
646	38679	1156984
647	38734	1156768
648	38792	1156671
649	38852	1156594
650	38907	1156400
651	38962	1156216
652	39020	1156106
653	39076	1155915
654	39138	1155943
655	39193	1155744
656	39255	1155724
657	39311	1155560
658	39369	1155461
659	39428	1155363
660	39488	1155311
661	39549	1155289
662	39606	1155172
663	39663	1155025
664	39723	1154956
665	39781	1154862
666	39836	1154666
667	39892	1154501
668	39950	1154387
669	40005	1154174
670	40060	1153984
671	40120	1153935
672	40178	1153819
673	40233	1153648
674	40288	1153440
675	40343	1153245
676	40403	1153205
677	40462	1153109
678	40520	1153015
679	40578	1152910
680	40636	1152805
681	40694	1152706
682	40752	1152585
683	40807	1152400
684	40865	1152279
685	40920	1152107
686	40978	1151989
687	41033	1151793
688	41093	1151749
689	41156	1151771
690	41211	1151606
691	41266	1151412
692	41324	1151298
693	41381	1151157
694	41438	1151028
695	41496	1150918
696	41562	1151044
697	41623	1151020
698	41678	1150839
699	41732	1150628
700	41789	1150491
701	41846	1150361
702	41904	1150261
703	41959	1150079
704	41986	1149131
705	42046	1149079
706	42101	1148883
707	42159	1148784
708	42218	1148717
709	42276	1148610
710	42333	1148495
711	42389	1148330
712	42447	1148214
713	42504	1148103
714	42566	1148110
715	42624	1148006
716	42680	1147853
717	42740	1147798
718	42796	1147656
719	42851	1147463
720	42907	1147307
721	42964	1147179
722	43021	1147062
723	43077	1146914
724	43133	1146758
725	43192	1146696
726	43251	1146601
727	43307	1146467
728	43362	1146286
729	43419	1146156
730	43475	1146004
731	43533	1145910
732	43598	1145981
733	43655	1145876
734	43713	1145761
735	43768	1145603
736	43825	1145475
737	43885	1145423
738	43940	1145259
739	43996	1145085
740	44051	1144910
741	44109	1144823
742	44167	1144729
743	44223	1144570
744	44280	1144456
745	44340	1144401
746	44397	1144299
747	44456	1144227
748	44512	1144063
749	44573	1144047
750	44648	1144383
751	44707	1144332
752	44766	1144248
753	44824	1144156
754	44881	1144043
755	44937	1143874
756	44994	1143762
757	45051	1143645
758	45110	1143560
759	45174	1143620
760	45229	1143447
761	45287	1143348
762	45344	1143230
763	45402	1143156
764	45461	1143064
765	45518	1142956
766	45577	1142879
767	45638	1142869
768	45696	1142771
769	45754	1142682
770	45810	1142535
771	45865	1142359
772	45924	1142285
773	45982	1142184
774	46042	1142154
775	46098	1142005
776	46160	1142012
777	46222	1142004
778	46277	1141849
779	46335	1141762
780	46395	1141714
781	46453	1141622
782	46510	1141490
783	46569	1141421
784	46629	1141383
785	46689	1141341
786	46745	1141196
787	46803	1141101
788	46858	1140934
789	46914	1140795
790	46974	1140755
791	47029	1140589
792	47084	1140414
793	47142	1140314
794	47200	1140234
795	47255	1140058
796	47310	1139903
797	47366	1139775
798	47425	1139686
799	47483	1139592
800	47538	1139445
801	47601	1139468
802	47664	1139485
803	47719	1139334
804	47774	1139175
805	47833	1139099
806	47908	1139403
807	47973	1139494
808	48028	1139328
809	48087	1139249
810	48145	1139163
811	48205	1139129
812	48260	1138953
813	48319	1138901
814	48378	1138826
815	48436	1138728
816	48490	1138552
817	48547	1138424
818	48604	1138328
819	48664	1138282
820	48720	1138146
821	48781	1138114
822	48839	1138020
823	48894	1137863
824	48949	1137704
825	49007	1137624
826	49063	1137488
827	49118	1137320
828	49178	1137266
829	49238	1137232
830	49297	1137172
831	49355	1137075
832	49413	1136992
833	49476	1137015
834	49533	1136905
835	49592	1136831
836	49651	1136763
837	49710	1136692
838	49767	1136583
839	49823	1136456
840	49878	1136299
841	49939	1136271
842	49995	1136127
843	50052	1136024
844	50107	1135860
845	50163	1135738
846	50228	1135813
847	50287	1135740
848	50342	1135584
849	50406	1135625
850	50468	1135619
851	50525	1135509
852	50580	1135363
853	50638	1135274
854	50700	1135269
855	50757	1135169
856	50815	1135087
857	50874	1135021
858	50931	1134902
859	50986	1134753
860	51041	1134591
861	51098	1134484
862	51157	1134416
863	51220	1134441
864	51276	1134300
865	51334	1134225
866	51393	1134162
867	51451	1134058
868	51505	1133893
869	51562	1133785
870	51622	1133729
871	51684	1133743
872	51739	1133592
873	51799	1133552
874	51855	1133408
875	51909	1133245
876	51964	1133090
877	52022	1132999
878	52078	1132871
879	52136	1132774
880	52193	1132676
881	52261	1132806
882	52316	1132650
883	52371	1132509
884	52430	1132432
885	52487	1132334
886	52543	1132195
887	52598	1132051
888	52657	1131994
889	52718	1131957
890	52773	1131824
891	52830	1131716
892	52886	1131579
893	52943	1131464
894	52999	1131355
895	53058	1131292
896	53114	1131159
897	53171	1131059
898	53229	1130974
899	53287	1130880
900	53344	1130772
901	53403	1130715
902	53458	1130571
903	53514	1130430
904	53573	1130366
905	53630	1130266
906	53694	1130306
907	53749	1130164
908	53807	1130077
909	53865	1129993
910	53921	1129875
911	53976	1129721
912	54032	1129588
913	54088	1129468
914	54145	1129353
915	54200	1129206
916	54258	1129126
917	54317	1129065
918	54375	1128979
919	54430	1128842
920	54485	1128688
921	54552	1128793
922	54615	1128811
923	54676	1128797
924	54735	1128730
925	54793	1128649
926	54852	1128593
927	54908	1128458
928	54963	1128317
929	55022	1128255
930	55078	1128130
931	55133	1127994
932	55191	1127915
933	55251	1127865
934	55309	1127775
935	55364	1127634
936	55418	1127478
937	55478	1127436
938	55535	1127320
939	55591	1127209
940	55646	1127072
941	55711	1127130
942	55767	1127008
943	55822	1126859
944	55878	1126727
945	55935	1126623
946	55991	1126509
947	56047	1126385
948	56102	1126240
949	56158	1126122
950	56214	1126005
951	56277	1126023
952	56334	1125929
953	56393	1125858
954	56448	1125723
955	56503	1125583
956	56560	1125472
957	56619	1125413
958	56680	1125390
959	56739	1125339
960	56796	1125224
961	56855	1125178
962	56913	1125094
963	56969	1124964
964	57027	1124883
965	57083	1124777
966	57142	1124710
967	57198	1124587
968	57253	1124452
969	57321	1124571
970	57383	1124553
971	57438	1124421
972	57493	1124279
973	57550	1124175
974	57605	1124052
975	57660	1123911
976	57720	1123867
977	57779	1123808
978	57839	1123758
979	57899	1123715
980	57955	1123596
981	58014	1123544
982	58070	1123428
983	58127	1123332
984	58185	1123244
985	58245	1123200
986	58306	1123180
987	58361	1123051
988	58419	1122956
989	58478	1122907
990	58534	1122795
991	58589	1122655
992	58648	1122586
993	58704	1122475
994	58766	1122473
995	58824	1122382
996	58879	1122261
997	58936	1122161
998	58998	1122158
999	59054	1122027
1000	59109	1121907
1001	59167	1121822
1002	59223	1121697
1003	59300	1121990
1004	59358	1121911
1005	59417	1121849
1006	59474	1121747
1007	59533	1121686
1008	59591	1121609
1009	59648	1121511
1010	59705	1121407
1011	59765	1121376
1012	59821	1121249
1013	59879	1121167
1014	59934	1121044
1015	59992	1120971
1016	60047	1120835
1017	60104	1120729
1018	60160	1120620
1019	60215	1120478
1020	60269	1120325
1021	60332	1120343
1022	60392	1120303
1023	60450	1120226
1024	60505	1120097
1025	60563	1120005
1026	60618	1119879
1027	60676	1119805
1028	60733	1119707
1029	60794	1119681
1030	60851	1119578
1031	60905	1119441
1032	60961	1119321
1033	61021	1119270
1034	61080	1119226
1035	61136	1119101
1036	61191	1118968
1037	61251	1118937
1038	61310	1118873
1039	61374	1118901
1040	61433	1118853
1041	61492	1118782
1042	61547	1118650
1043	61606	1118586
1044	61663	1118500
1045	61722	1118447
1046	61786	1118466
1047	61842	1118351
1048	61897	1118228
1049	61955	1118147
1050	62010	1118013
1051	62069	1117951
1052	62124	1117820
1053	62181	1117737
1054	62236	1117600
1055	62291	1117470
1056	62351	1117429
1057	62412	1117410
1058	62469	1117318
1059	62524	1117190
1060	62580	1117074
1061	62640	1117030
1062	62696	1116922
1063	62751	1116784
1064	62825	1117000
1065	62899	1117205
1066	62966	1117287
1067	63025	1117227
1068	63083	1117152
1069	63141	1117067
1070	63199	1116988
1071	63254	1116868
1072	63310	1116752
1073	63369	1116702
1074	63426	1116596
1075	63481	1116475
1076	63536	1116343
1077	63596	1116301
1078	63651	1116180
1079	63709	1116096
1080	63766	1116003
1081	63828	1115991
1082	63884	1115882
1083	63939	1115756
1084	63997	1115674
1085	64056	1115629
1086	64116	1115573
1087	64172	1115463
1088	64227	1115348
1089	64284	1115245
1090	64341	1115162
1091	64403	1115143
1092	64458	1115013
1093	64515	1114927
1094	64571	1114824
1095	64628	1114724
1096	64683	1114593
1097	64744	1114572
1098	64803	1114514
1099	64861	1114435
1100	64917	1114337
1101	64980	1114340
1102	65041	1114317
1103	65099	1114245
1104	65158	1114175
1105	65215	1114085
1106	65270	1113954
1107	65324	1113825
1108	65382	1113747
1109	65444	1113736
1110	65504	1113687
1111	65559	1113560
1112	65614	1113441
1113	65674	1113406
1114	65733	1113347
1115	65788	1113223
1116	65850	1113205
1117	65909	1113147
1118	65964	1113017
1119	66022	1112955
1120	66080	1112874
1121	66137	1112783
1122	66193	1112667
1123	66248	1112548
1124	66304	1112436
1125	66362	1112375
1126	66421	1112314
1127	66476	1112187
1128	66531	1112060
1129	66589	1111980
1130	66645	1111877
1131	66700	1111755
1132	66755	1111631
1133	66818	1111633
1134	66878	1111589
1135	66936	1111515
1136	66991	1111395
1137	67052	1111367
1138	67107	1111258
1139	67162	1111127
1140	67217	1111001
1141	67274	1110908
1142	67329	1110790
1143	67384	1110666
1144	67513	1111760
1145	67569	1111656
1146	67624	1111533
1147	67679	1111401
1148	67736	1111316
1149	67792	1111211
1150	67847	1111085
1151	67902	1110963
1152	67969	1111039
1153	68026	1110943
1154	68084	1110868
1155	68140	1110755
1156	68197	1110662
1157	68253	1110571
1158	68309	1110452
1159	68364	1110338
1160	68421	1110250
1161	68480	1110184
1162	68546	1110238
1163	68605	1110187
1164	68662	1110098
1165	68719	1109998
1166	68773	1109869
1167	68829	1109758
1168	68886	1109665
1169	68947	1109646
1170	69004	1109554
1171	69061	1109460
1172	69120	1109407
1173	69178	1109337
1174	69234	1109222
1175	69289	1109096
1176	69350	1109070
1177	69406	1108977
1178	69462	1108865
1179	69527	1108905
1180	69587	1108856
1181	69641	1108731
1182	69700	1108663
1183	69755	1108539
1184	69811	1108444
1185	69871	1108402
1186	69931	1108363
1187	69990	1108306
1188	70049	1108248
1189	70105	1108141
1190	70161	1108036
1191	70216	1107916
1192	70272	1107809
1193	70368	1108337
1194	70425	1108240
1195	70481	1108145
1196	70548	1108213
1197	70606	1108125
1198	70662	1108028
1199	70720	1107957
1200	70775	1107837
1201	70834	1107776
1202	70892	1107709
1203	70950	1107631
1204	71013	1107641
1205	71070	1107547
1206	71128	1107473
1207	71187	1107412
1208	71242	1107290
1209	71297	1107178
1210	71353	1107074
1211	71410	1106974
1212	71465	1106865
1213	71521	1106754
1214	71589	1106832
1215	71648	1106781
1216	71704	1106674
1217	71759	1106551
1218	71817	1106490
1219	71875	1106407
1220	71931	1106310
1221	71995	1106326
1222	72051	1106230
1223	72114	1106225
1224	72170	1106120
1225	72225	1106002
1226	72283	1105931
1227	72343	1105886
1228	72398	1105777
1229	72454	1105665
1230	72512	1105600
1231	72573	1105564
1232	72632	1105509
1233	72688	1105414
1234	72743	1105289
1235	72803	1105242
1236	72859	1105147
1237	72915	1105037
1238	72970	1104916
1239	73033	1104930
1240	73102	1105027
1241	73160	1104939
1242	73218	1104867
1243	73281	1104884
1244	73337	1104768
1245	73392	1104650
1246	73447	1104538
1247	73503	1104439
1248	73560	1104355
1249	73625	1104379
1250	73680	1104269
1251	73740	1104226
1252	73796	1104115
1253	73853	1104035
1254	73917	1104045
1255	73974	1103968
1256	74038	1103985
1257	74098	1103941
1258	74157	1103873
1259	74215	1103810
1260	74271	1103705
1261	74330	1103642
1262	74385	1103530
1263	74442	1103438
1264	74498	1103341
1265	74555	1103261
1266	74613	1103190
1267	74673	1103136
1268	74728	1103028
1269	74786	1102960
1270	74844	1102883
1271	74902	1102804
1272	74958	1102701
1273	75014	1102601
1274	75073	1102553
1275	75132	1102487
1276	75188	1102387
1277	75245	1102309
1278	75301	1102205
1279	75365	1102215
1280	75422	1102134
1281	75478	1102034
1282	75536	1101960
1283	75594	1101892
1284	75656	1101874
1285	75717	1101848
1286	75772	1101734
1287	75830	1101659
1288	75886	1101566
1289	75943	1101469
1290	76000	1101388
1291	76060	1101344
1292	76123	1101354
1293	76182	1101291
1294	76238	1101187
1295	76298	1101153
1296	76357	1101083
1297	76412	1100974
1298	76467	1100863
1299	76527	1100812
1300	76583	1100717
1301	76641	1100641
1302	76699	1100576
1303	76760	1100543
1304	76817	1100466
1305	76872	1100350
1306	76927	1100236
1307	76987	1100190
1308	77043	1100089
1309	77106	1100086
1310	77162	1099990
1311	77223	1099962
1312	77282	1099902
1313	77342	1099863
1314	77399	1099778
1315	77458	1099724
1316	77514	1099626
1317	77573	1099560
1318	77628	1099447
1319	77693	1099480
1320	77749	1099380
1321	77805	1099288
1322	77861	1099186
1323	77918	1099103
1324	77974	1098996
1325	78029	1098888
1326	78088	1098822
1327	78151	1098825
1328	78206	1098713
1329	78262	1098610
1330	78321	1098558
1331	78380	1098500
1332	78436	1098403
1333	78494	1098334
1334	78549	1098218
1335	78605	1098120
1336	78669	1098136
1337	78727	1098064
1338	78782	1097949
1339	78842	1097905
1340	78898	1097808
1341	78953	1097699
1342	79008	1097586
1343	79067	1097534
1344	79127	1097493
1345	79184	1097410
1346	79240	1097309
1347	79299	1097256
1348	79354	1097145
1349	79409	1097029
1350	79466	1096948
1351	79527	1096909
1352	79587	1096871
1353	79646	1096816
1354	79707	1096781
1355	79767	1096740
1356	79823	1096644
1357	79881	1096577
1358	79936	1096470
1359	79994	1096390
1360	80051	1096308
1361	80108	1096232
1362	80168	1096189
1363	80226	1096116
1364	80283	1096025
1365	80338	1095918
1366	80393	1095808
1367	80452	1095754
1368	80509	1095674
1369	80563	1095550
1370	80619	1095448
1371	80676	1095364
1372	80736	1095322
1373	80793	1095236
1374	80848	1095124
1375	80904	1095035
1376	80962	1094967
1377	81019	1094885
1378	81078	1094824
1379	81135	1094747
1380	81197	1094727
1381	81255	1094654
1382	81312	1094574
1383	81372	1094532
1384	81427	1094422
1385	81485	1094357
1386	81544	1094294
1387	81601	1094207
1388	81659	1094144
1389	81714	1094031
1390	81796	1094291
1391	81855	1094226
1392	81910	1094118
1393	81965	1094013
1394	82022	1093922
1395	82078	1093826
1396	82136	1093766
1397	82194	1093690
1398	82255	1093658
1399	82313	1093599
1400	82375	1093580
1401	82430	1093466
1402	82487	1093383
1403	82545	1093314
1404	82600	1093208
1405	82656	1093117
1406	82711	1093006
1407	82772	1092979
1408	82833	1092942
1409	82891	1092873
1410	82946	1092770
1411	83005	1092708
1412	83064	1092652
1413	83119	1092541
1414	83174	1092431
1415	83237	1092434
1416	83309	1092546
1417	83368	1092487
1418	83423	1092377
1419	83480	1092306
1420	83537	1092214
1421	83591	1092104
1422	83650	1092040
1423	83710	1092003
1424	83766	1091906
1425	83832	1091933
1426	83890	1091864
1427	83951	1091839
1428	84007	1091740
1429	84061	1091630
1430	84118	1091536
1431	84174	1091451
1432	84239	1091464
1433	84297	1091402
1434	84352	1091297
1435	84411	1091239
1436	84471	1091191
1437	84527	1091093
1438	84581	1090981
1439	84640	1090922
1440	84696	1090822
1441	84753	1090746
1442	84813	1090702
1443	84872	1090646
1444	84929	1090570
1445	84985	1090473
1446	85040	1090362
1447	85097	1090279
1448	85152	1090176
1449	85207	1090074
1450	85269	1090050
1451	85330	1090021
1452	85386	1089921
1453	85442	1089837
1454	85502	1089788
1455	85560	1089717
1456	85615	1089619
1457	85675	1089569
1458	85733	1089504
1459	85790	1089423
1460	85850	1089375
1461	85905	1089271
1462	85959	1089159
1463	86017	1089086
1464	86073	1088986
1465	86127	1088874
1466	86185	1088801
1467	86243	1088732
1468	86304	1088708
1469	86360	1088609
1470	86418	1088548
1471	86479	1088512
1472	86535	1088420
1473	86590	1088313
1474	86645	1088212
1475	86702	1088130
1476	86759	1088050
1477	86818	1087992
1478	86880	1087978
1479	86942	1087950
1480	86997	1087847
1481	87053	1087752
1482	87111	1087693
1483	87171	1087645
1484	87227	1087550
1485	87285	1087487
1486	87343	1087417
1487	87401	1087350
1488	87458	1087265
1489	87513	1087163
1490	87568	1087059
1491	87627	1087010
1492	87684	1086917
1493	87739	1086813
1494	87793	1086705
1495	87851	1086637
1496	87914	1086631
1497	87973	1086569
