iter	Passed	Remaining
3254	191476	985030
3255	191533	984961
3256	191599	984938
3257	191655	984868
3258	191715	984812
3259	191777	984769
3260	191832	984690
3261	191891	984635
3262	191946	984557
3263	192008	984512
3264	192067	984454
3265	192138	984458
3266	192197	984402
3267	192257	984351
3268	192312	984273
3269	192368	984195
3270	192423	984117
3271	192483	984063
3272	192539	983990
3273	192598	983934
3274	192654	983863
3275	192714	983807
3276	192770	983736
3277	192825	983659
3278	192880	983579
3279	192938	983513
3280	192997	983458
3281	193053	983382
3282	193113	983329
3283	193243	983635
3284	193305	983591
3285	193360	983512
3286	193414	983431
3287	193474	983379
3288	193535	983330
3289	193592	983261
3290	193650	983199
3291	193714	983166
3292	193771	983096
3293	193825	983016
3294	193880	982937
3295	193939	982877
3296	193994	982801
3297	194052	982737
3298	194108	982661
3299	194165	982594
3300	194221	982521
3301	194299	982559
3302	194354	982481
3303	194427	982492
3304	194482	982414
3305	194537	982340
3306	194606	982328
3307	194674	982317
3308	194735	982271
3309	194792	982199
3310	194846	982118
3311	194903	982050
3312	194962	981994
3313	195018	981919
3314	195073	981839
3315	195131	981778
3316	195190	981720
3317	195247	981650
3318	195323	981680
3319	195382	981622
3320	195439	981551
3321	195494	981472
3322	195550	981399
3323	195610	981348
3324	195669	981291
3325	195724	981213
3326	195790	981186
3327	195852	981144
3328	195907	981067
3329	195962	980988
3330	196018	980917
3331	196080	980874
3332	196137	980802
3333	196195	980740
3334	196250	980662
3335	196308	980603
3336	196388	980648
3337	196446	980583
3338	196501	980506
3339	196558	980438
3340	196613	980362
3341	196673	980307
3342	196728	980228
3343	196789	980183
3344	196853	980147
3345	196911	980086
3346	196966	980006
3347	197025	979946
3348	197081	979876
3349	197140	979817
3350	197196	979744
3351	197256	979693
3352	197311	979615
3353	197382	979615
3354	197447	979589
3355	197509	979543
3356	197565	979469
3357	197621	979397
3358	197680	979337
3359	197737	979270
3360	197793	979199
3361	197848	979120
3362	197908	979067
3363	197965	978999
3364	198021	978925
3365	198076	978849
3366	198139	978809
3367	198197	978746
3368	198253	978673
3369	198309	978602
3370	198364	978525
3371	198433	978513
3372	198491	978450
3373	198546	978372
3374	198601	978294
3375	198658	978226
3376	198714	978153
3377	198772	978091
3378	198827	978014
3379	198885	977952
3380	198950	977922
3381	199004	977842
3382	199063	977781
3383	199121	977721
3384	199180	977659
3385	199238	977596
3386	199293	977519
3387	199353	977468
3388	199411	977404
3389	199486	977424
3390	199543	977356
3391	199602	977296
3392	199657	977219
3393	199711	977139
3394	199766	977061
3395	199823	976991
3396	199879	976920
3397	199942	976883
3398	200002	976827
3399	200058	976758
3400	200114	976685
3401	200170	976613
3402	200227	976543
3403	200284	976475
3404	200341	976404
3405	200395	976325
3406	200453	976264
3407	200529	976285
3408	200587	976221
3409	200642	976147
3410	200698	976071
3411	200755	976005
3412	200814	975947
3413	200868	975867
3414	200927	975809
3415	200992	975777
3416	201048	975707
3417	201107	975649
3418	201166	975590
3419	201227	975543
3420	201288	975491
3421	201342	975411
3422	201401	975350
3423	201458	975284
3424	201529	975287
3425	201589	975233
3426	201645	975158
3427	201703	975096
3428	201758	975019
3429	201813	974943
3430	201869	974869
3431	201925	974797
3432	201988	974757
3433	202046	974695
3434	202102	974620
3435	202164	974580
3436	202223	974518
3437	202282	974464
3438	202338	974388
3439	202394	974318
3440	202450	974243
3441	202504	974164
3442	202642	974483
3443	202703	974438
3444	202759	974362
3445	202814	974284
3446	202871	974218
3447	202926	974142
3448	202985	974085
3449	203044	974027
3450	203105	973975
3451	203164	973919
3452	203220	973847
3453	203276	973775
3454	203333	973705
3455	203388	973630
3456	203445	973558
3457	203500	973481
3458	203560	973431
3459	203619	973371
3460	203692	973378
3461	203749	973314
3462	203820	973313
3463	203882	973267
3464	203939	973201
3465	203994	973123
3466	204053	973064
3467	204113	973011
3468	204171	972946
3469	204225	972867
3470	204282	972799
3471	204342	972743
3472	204396	972665
3473	204451	972585
3474	204507	972515
3475	204563	972441
3476	204618	972364
3477	204672	972283
3478	204743	972279
3479	204804	972234
3480	204861	972166
3481	204916	972086
3482	204973	972019
3483	205035	971974
3484	205092	971907
3485	205147	971831
3486	205204	971765
3487	205270	971741
3488	205332	971694
3489	205387	971616
3490	205449	971573
3491	205505	971500
3492	205560	971425
3493	205615	971347
3494	205674	971287
3495	205743	971276
3496	205805	971233
3497	205879	971245
3498	205948	971234
3499	206003	971161
3500	206060	971092
3501	206121	971044
3502	206182	970994
3503	206241	970934
3504	206296	970856
3505	206357	970808
3506	206415	970747
3507	206470	970670
3508	206526	970597
3509	206587	970548
3510	206642	970474
3511	206700	970410
3512	206776	970431
3513	206838	970387
3514	206894	970313
3515	206951	970248
3516	207006	970171
3517	207063	970102
3518	207121	970039
3519	207176	969963
3520	207234	969901
3521	207295	969852
3522	207351	969777
3523	207406	969702
3524	207464	969640
3525	207521	969572
3526	207577	969501
3527	207636	969441
3528	207694	969379
3529	207751	969311
3530	207822	969306
3531	207881	969251
3532	207937	969179
3533	207998	969127
3534	208057	969070
3535	208113	969001
3536	208170	968931
3537	208228	968867
3538	208290	968826
3539	208347	968759
3540	208405	968694
3541	208467	968649
3542	208529	968605
3543	208585	968531
3544	208640	968457
3545	208698	968395
3546	208758	968339
3547	208813	968261
3548	208887	968274
3549	208946	968215
3550	209001	968139
3551	209056	968064
3552	209113	967997
3553	209174	967947
3554	209229	967870
3555	209285	967799
3556	209349	967765
3557	209410	967712
3558	209465	967636
3559	209520	967559
3560	209575	967483
3561	209632	967416
3562	209691	967360
3563	209746	967282
3564	209801	967205
3565	209876	967221
3566	209937	967172
3567	209993	967098
3568	210048	967021
3569	210108	966971
3570	210165	966902
3571	210223	966840
3572	210281	966776
3573	210345	966741
3574	210402	966674
3575	210461	966615
3576	210515	966536
3577	210573	966471
3578	210632	966412
3579	210686	966334
3580	210741	966256
3581	210797	966185
3582	210858	966133
3583	210991	966415
3584	211051	966362
3585	211109	966299
3586	211164	966223
3587	211219	966146
3588	211275	966076
3589	211334	966018
3590	211394	965960
3591	211454	965908
3592	211515	965860
3593	211574	965803
3594	211630	965729
3595	211685	965650
3596	211741	965583
3597	211801	965525
3598	211856	965450
3599	211911	965374
3600	211968	965306
3601	212048	965343
3602	212110	965302
3603	212167	965232
3604	212224	965167
3605	212287	965126
3606	212348	965074
3607	212408	965022
3608	212473	964990
3609	212538	964961
3610	212617	964994
3611	212687	964986
3612	212752	964952
3613	212817	964922
3614	212877	964870
3615	212940	964828
3616	213011	964825
3617	213105	964924
3618	213167	964880
3619	213228	964830
3620	213288	964774
3621	213345	964707
3622	213410	964676
3623	213475	964643
3624	213538	964606
3625	213600	964560
3626	213668	964541
3627	213732	964507
3628	213790	964442
3629	213845	964367
3630	213908	964328
3631	213966	964263
3632	214025	964204
3633	214097	964205
3634	214159	964161
3635	214215	964088
3636	214270	964011
3637	214326	963937
3638	214387	963889
3639	214444	963821
3640	214499	963743
3641	214564	963713
3642	214626	963667
3643	214685	963609
3644	214739	963530
3645	214794	963454
3646	214855	963404
3647	214912	963335
3648	214968	963264
3649	215024	963191
3650	215104	963228
3651	215168	963191
3652	215229	963140
3653	215286	963073
3654	215349	963033
3655	215406	962964
3656	215460	962886
3657	215516	962813
3658	215581	962782
3659	215646	962751
3660	215707	962699
3661	215762	962624
3662	215825	962584
3663	215885	962529
3664	215939	962450
3665	216000	962396
3666	216064	962362
3667	216138	962372
3668	216201	962329
3669	216258	962263
3670	216318	962208
3671	216377	962151
3672	216433	962075
3673	216487	961997
3674	216547	961944
3675	216613	961914
3676	216671	961853
3677	216727	961780
3678	216788	961730
3679	216846	961666
3680	216904	961602
3681	216960	961534
3682	217023	961490
3683	217080	961423
3684	217167	961490
3685	217232	961455
3686	217290	961394
3687	217346	961320
3688	217402	961250
3689	217464	961206
3690	217524	961148
3691	217579	961072
3692	217637	961009
3693	217697	960958
3694	217756	960896
3695	217814	960834
3696	217873	960778
3697	217933	960722
3698	217992	960665
3699	218059	960638
3700	218120	960592
3701	218211	960672
3702	218274	960630
3703	218332	960570
3704	218388	960498
3705	218446	960435
3706	218503	960366
3707	218562	960305
3708	218617	960232
3709	218686	960216
3710	218757	960209
3711	218813	960137
3712	218868	960061
3713	218926	959999
3714	218982	959929
3715	219042	959873
3716	219109	959848
3717	219174	959815
3718	219253	959843
3719	219319	959819
3720	219383	959779
3721	219443	959725
3722	219501	959662
3723	219560	959604
3724	219626	959576
3725	219690	959539
3726	219751	959490
3727	219813	959444
3728	219871	959381
3729	219926	959305
3730	219988	959257
3731	220049	959209
3732	220117	959188
3733	220174	959121
3734	220229	959043
3735	220384	959403
3736	220445	959353
3737	220508	959312
3738	220569	959261
3739	220628	959201
3740	220685	959134
3741	220744	959074
3742	220804	959021
3743	220867	958979
3744	220923	958906
3745	220979	958835
3746	221039	958781
3747	221097	958719
3748	221156	958660
3749	221215	958599
3750	221270	958522
3751	221327	958454
3752	221399	958454
3753	221457	958389
3754	221514	958321
3755	221571	958257
3756	221627	958183
3757	221683	958109
3758	221740	958045
3759	221803	958001
3760	221866	957958
3761	221932	957933
3762	221992	957878
3763	222051	957819
3764	222106	957743
3765	222168	957695
3766	222224	957622
3767	222284	957570
3768	222342	957507
3769	222398	957435
3770	222482	957481
3771	222539	957417
3772	222596	957349
3773	222655	957286
3774	222710	957211
3775	222767	957144
3776	222823	957075
3777	222881	957010
3778	222942	956960
3779	223000	956896
3780	223056	956824
3781	223116	956770
3782	223171	956694
3783	223228	956626
3784	223286	956564
3785	223344	956498
3786	223403	956438
3787	223488	956494
3788	223545	956423
3789	223604	956365
3790	223658	956287
3791	223715	956217
3792	223770	956142
3793	223825	956065
3794	223883	956004
3795	223949	955974
3796	224005	955900
3797	224059	955824
3798	224115	955751
3799	224172	955680
3800	224228	955612
3801	224283	955536
3802	224338	955460
3803	224396	955396
3804	224451	955320
3805	224523	955315
3806	224581	955252
3807	224640	955195
3808	224699	955134
3809	224753	955056
3810	224808	954979
3811	224865	954909
3812	224924	954851
3813	224988	954816
3814	225044	954743
3815	225105	954693
3816	225161	954619
3817	225217	954548
3818	225272	954472
3819	225328	954403
3820	225389	954349
3821	225456	954324
3822	225515	954268
3823	225606	954342
3824	225663	954275
3825	225717	954197
3826	225773	954126
3827	225838	954089
3828	225895	954024
3829	225956	953972
3830	226018	953925
3831	226082	953887
3832	226139	953820
3833	226195	953750
3834	226251	953676
3835	226311	953624
3836	226370	953564
3837	226429	953506
3838	226495	953476
3839	226584	953544
3840	226654	953532
3841	226722	953508
3842	226784	953461
3843	226848	953426
3844	226906	953359
3845	226968	953313
3846	227027	953257
3847	227091	953216
3848	227155	953181
3849	227216	953129
3850	227274	953064
3851	227332	953003
3852	227392	952948
3853	227447	952870
3854	227502	952795
3855	227560	952730
3856	227635	952741
3857	227695	952686
3858	227750	952609
3859	227811	952559
3860	227872	952509
3861	227930	952445
3862	227988	952382
3863	228047	952323
3864	228118	952315
3865	228180	952268
3866	228239	952209
3867	228315	952221
3868	228377	952174
3869	228432	952097
3870	228487	952021
3871	228546	951961
3872	228602	951889
3873	228742	952169
3874	228803	952116
3875	228863	952061
3876	228921	952000
3877	228981	951944
3878	229044	951901
3879	229101	951833
3880	229162	951781
3881	229220	951720
3882	229284	951681
3883	229340	951611
3884	229396	951536
3885	229454	951472
3886	229511	951407
3887	229569	951343
3888	229628	951283
3889	229683	951209
3890	229757	951212
3891	229818	951161
3892	229874	951090
3893	229930	951018
3894	229987	950950
3895	230043	950877
3896	230099	950806
3897	230154	950730
3898	230219	950694
3899	230280	950644
3900	230337	950578
3901	230396	950519
3902	230455	950460
3903	230510	950385
3904	230567	950316
3905	230622	950240
3906	230680	950175
3907	230735	950100
3908	230805	950088
3909	230863	950024
3910	230924	949971
3911	230979	949895
3912	231033	949818
3913	231090	949749
3914	231151	949698
3915	231206	949624
3916	231270	949584
3917	231327	949517
3918	231389	949470
3919	231445	949397
3920	231501	949327
3921	231557	949255
3922	231617	949198
3923	231676	949141
3924	231733	949075
3925	231789	949004
3926	231860	948993
3927	231920	948936
3928	231975	948860
3929	232033	948798
3930	232094	948748
3931	232150	948677
3932	232209	948617
3933	232266	948548
3934	232331	948516
3935	232389	948451
3936	232448	948391
3937	232503	948317
3938	232560	948249
3939	232615	948173
3940	232670	948096
3941	232725	948022
3942	232781	947953
3943	232840	947892
3944	232909	947874
3945	232973	947836
3946	233032	947776
3947	233088	947705
3948	233147	947645
3949	233204	947579
3950	233266	947529
3951	233324	947467
3952	233379	947390
3953	233440	947339
3954	233499	947281
3955	233554	947206
3956	233612	947144
3957	233669	947077
3958	233726	947007
3959	233785	946951
3960	233840	946875
3961	233896	946800
3962	233981	946850
3963	234037	946775
3964	234092	946700
3965	234147	946625
3966	234204	946558
3967	234262	946495
3968	234320	946431
3969	234376	946361
3970	234437	946310
3971	234492	946234
3972	234547	946160
3973	234614	946131
3974	234674	946079
3975	234733	946016
3976	234792	945959
3977	234847	945883
3978	234906	945826
3979	234979	945822
3980	235038	945761
3981	235093	945688
3982	235150	945620
3983	235208	945557
3984	235263	945481
3985	235322	945422
3986	235378	945350
3987	235442	945314
3988	235498	945239
3989	235556	945177
3990	235617	945126
3991	235674	945060
3992	235732	944996
3993	235791	944935
3994	235850	944879
3995	235906	944807
3996	235964	944743
3997	236106	945016
3998	236165	944957
3999	236221	944884
4000	236276	944812
4001	236333	944742
4002	236392	944685
4003	236451	944623
4004	236509	944563
4005	236572	944519
4006	236631	944458
4007	236687	944386
4008	236742	944312
4009	236799	944243
4010	236855	944173
4011	236910	944097
4012	236964	944020
4013	237024	943963
4014	237106	943996
4015	237169	943952
4016	237223	943875
4017	237298	943880
4018	237353	943805
4019	237408	943728
4020	237463	943654
4021	237520	943587
4022	237583	943542
4023	237642	943484
4024	237698	943410
4025	237760	943363
4026	237815	943289
4027	237874	943230
4028	237931	943165
4029	237989	943098
4030	238048	943038
4031	238132	943081
4032	238192	943023
4033	238248	942953
4034	238303	942879
4035	238358	942804
4036	238415	942737
4037	238474	942675
4038	238529	942601
4039	238586	942535
4040	238645	942476
4041	238702	942408
4042	238757	942331
4043	238814	942265
4044	238871	942200
4045	238930	942140
4046	238985	942066
4047	239040	941991
4048	239097	941920
4049	239172	941926
4050	239235	941884
4051	239294	941822
4052	239356	941776
4053	239411	941701
4054	239467	941628
4055	239525	941565
4056	239605	941589
4057	239660	941516
4058	239721	941464
4059	239776	941389
4060	239837	941338
4061	239897	941280
4062	239956	941221
4063	240010	941144
4064	240070	941088
4065	240126	941015
4066	240202	941024
4067	240265	940981
4068	240322	940914
4069	240383	940861
4070	240441	940797
4071	240495	940720
4072	240554	940659
4073	240611	940593
4074	240669	940531
4075	240727	940468
4076	240786	940408
4077	240845	940347
4078	240902	940280
4079	240958	940211
4080	241023	940175
4081	241080	940106
4082	241139	940047
4083	241193	939970
4084	241267	939968
4085	241326	939907
4086	241382	939837
4087	241437	939762
4088	241498	939711
4089	241553	939636
4090	241607	939559
4091	241665	939497
4092	241726	939444
4093	241786	939389
4094	241842	939319
4095	241902	939260
4096	241959	939194
4097	242014	939121
4098	242069	939046
4099	242127	938982
4100	242184	938916
4101	242242	938851
4102	242316	938849
4103	242374	938787
4104	242433	938730
4105	242488	938653
4106	242544	938581
4107	242600	938511
4108	242657	938446
4109	242715	938380
4110	242779	938342
4111	242838	938281
4112	242895	938216
4113	242954	938157
4114	243009	938080
4115	243068	938021
4116	243127	937964
4117	243187	937906
4118	243245	937844
4119	243301	937772
4120	243454	938075
4121	243513	938016
4122	243568	937942
4123	243623	937869
4124	243684	937817
4125	243739	937742
4126	243794	937668
4127	243850	937594
4128	243914	937553
4129	243969	937479
4130	244027	937418
4131	244083	937348
4132	244141	937282
4133	244196	937209
4134	244254	937145
4135	244312	937081
4136	244369	937013
4137	244443	937011
4138	244501	936952
4139	244558	936883
4140	244623	936845
4141	244679	936776
4142	244734	936701
4143	244788	936624
4144	244848	936569
4145	244911	936525
4146	244967	936451
4147	245021	936373
4148	245082	936324
4149	245138	936250
4150	245196	936188
4151	245251	936114
4152	245310	936053
4153	245369	935994
4154	245424	935919
4155	245499	935920
4156	245563	935881
4157	245622	935821
4158	245678	935750
4159	245732	935673
4160	245789	935607
4161	245849	935550
4162	245905	935479
4163	245963	935416
4164	246027	935378
4165	246093	935343
4166	246153	935289
4167	246211	935225
4168	246268	935158
4169	246323	935084
4170	246379	935012
4171	246436	934948
4172	246520	934983
4173	246581	934930
4174	246640	934871
4175	246699	934813
4176	246758	934752
4177	246814	934682
4178	246872	934618
4179	246932	934563
4180	246998	934531
4181	247058	934472
4182	247117	934414
4183	247175	934353
4184	247234	934290
4185	247289	934219
4186	247344	934144
4187	247399	934069
4188	247456	934000
4189	247511	933927
4190	247586	933929
4191	247644	933866
4192	247705	933814
4193	247761	933742
4194	247818	933677
4195	247874	933605
4196	247935	933553
4197	247990	933478
4198	248049	933420
4199	248105	933347
4200	248162	933283
4201	248218	933212
4202	248273	933137
4203	248328	933063
4204	248385	932995
4205	248440	932921
4206	248499	932862
4207	248558	932803
4208	248630	932793
4209	248692	932744
4210	248747	932670
4211	248802	932596
4212	248863	932543
4213	248918	932471
4214	248976	932406
4215	249031	932331
4216	249093	932282
4217	249152	932223
4218	249207	932150
4219	249262	932075
4220	249318	932005
4221	249376	931944
4222	249431	931867
4223	249485	931790
4224	249542	931725
4225	249602	931666
4226	249738	931894
4227	249799	931845
4228	249858	931785
4229	249914	931712
4230	249971	931648
4231	250039	931620
4232	250110	931605
4233	250173	931561
4234	250232	931504
4235	250292	931447
4236	250348	931374
4237	250405	931308
4238	250460	931235
4239	250517	931167
4240	250576	931109
4241	250632	931038
4242	250689	930973
4243	250768	930985
4244	250828	930932
4245	250911	930959
4246	250969	930899
4247	251026	930831
4248	251085	930771
4249	251140	930697
4250	251197	930630
4251	251262	930592
4252	251321	930532
4253	251376	930458
4254	251437	930408
4255	251493	930336
4256	251549	930265
4257	251606	930200
4258	251664	930136
4259	251719	930062
4260	251800	930084
4261	251864	930041
4262	251927	930000
4263	251982	929924
4264	252038	929852
4265	252093	929779
4266	252152	929720
4267	252207	929647
4268	252262	929571
4269	252324	929523
4270	252384	929468
4271	252443	929409
4272	252499	929336
4273	252553	929259
4274	252613	929204
4275	252669	929133
4276	252727	929071
4277	252782	928996
4278	252869	929039
4279	252925	928969
4280	252984	928908
4281	253040	928838
4282	253098	928777
4283	253153	928703
4284	253209	928630
4285	253267	928568
4286	253331	928527
4287	253387	928458
4288	253446	928397
4289	253501	928325
4290	253559	928260
4291	253615	928188
4292	253671	928119
4293	253726	928045
4294	253783	927979
4295	253842	927921
4296	253923	927942
4297	253978	927867
4298	254035	927800
4299	254091	927730
4300	254147	927660
4301	254205	927594
4302	254265	927540
4303	254322	927471
4304	254387	927435
4305	254452	927398
4306	254509	927332
4307	254565	927260
4308	254620	927187
4309	254675	927112
4310	254732	927045
4311	254790	926982
4312	254845	926911
4313	254927	926933
4314	254993	926899
4315	255049	926830
4316	255105	926760
4317	255161	926690
4318	255219	926625
4319	255273	926549
4320	255331	926485
4321	255390	926423
4322	255449	926367
4323	255505	926294
4324	255560	926220
4325	255615	926149
4326	255673	926084
4327	255731	926022
4328	255786	925949
4329	255841	925875
4330	255899	925810
4331	256041	926052
4332	256102	925998
4333	256158	925930
4334	256213	925854
4335	256268	925783
4336	256326	925718
4337	256382	925647
4338	256438	925577
4339	256495	925510
4340	256555	925454
4341	256610	925382
4342	256665	925308
4343	256724	925248
4344	256781	925183
4345	256837	925110
4346	256892	925036
4347	256947	924962
4348	257004	924897
4349	257084	924914
4350	257145	924860
4351	257200	924786
4352	257259	924728
4353	257315	924655
4354	257370	924583
4355	257428	924522
4356	257486	924459
4357	257547	924405
4358	257606	924346
4359	257666	924288
4360	257725	924231
4361	257784	924170
4362	257839	924096
4363	257894	924024
4364	257952	923959
4365	258006	923883
4366	258065	923822
4367	258137	923809
4368	258199	923760
4369	258258	923703
4370	258312	923627
4371	258369	923557
4372	258429	923501
4373	258488	923443
4374	258543	923367
4375	258598	923294
4376	258659	923244
4377	258718	923182
4378	258776	923121
4379	258833	923056
4380	258891	922990
4381	258949	922928
4382	259004	922855
4383	259059	922782
4384	259119	922726
4385	259189	922705
4386	259247	922641
4387	259305	922577
4388	259361	922509
4389	259417	922437
4390	259475	922375
4391	259530	922301
4392	259587	922237
4393	259646	922178
4394	259705	922115
4395	259760	922044
4396	259818	921981
4397	259877	921920
4398	259936	921862
4399	259992	921791
4400	260052	921735
4401	260107	921663
4402	260163	921592
4403	260230	921559
4404	260294	921520
4405	260350	921448
4406	260404	921373
4407	260460	921303
4408	260521	921249
4409	260577	921178
4410	260631	921103
4411	260696	921065
4412	260753	920999
4413	260809	920928
4414	260864	920855
4415	260919	920781
4416	260976	920714
4417	261036	920657
4418	261091	920585
4419	261146	920512
4420	261203	920445
4421	261277	920439
4422	261340	920395
4423	261395	920320
4424	261452	920253
4425	261510	920190
4426	261564	920115
4427	261620	920042
4428	261680	919987
4429	261741	919935
4430	261801	919880
4431	261860	919821
4432	261919	919760
4433	261973	919685
4434	262029	919612
4435	262086	919546
4436	262145	919490
4437	262202	919422
4438	262261	919361
4439	262404	919599
4440	262464	919540
4441	262521	919474
4442	262577	919405
4443	262636	919346
4444	262692	919276
4445	262751	919216
4446	262806	919141
4447	262865	919082
4448	262932	919053
4449	262993	919001
4450	263050	918932
4451	263112	918882
4452	263168	918815
4453	263223	918740
4454	263277	918665
4455	263337	918606
4456	263392	918535
4457	263467	918529
4458	263528	918479
4459	263591	918433
4460	263649	918371
4461	263704	918296
4462	263759	918221
4463	263819	918166
4464	263874	918093
4465	263929	918020
4466	263989	917965
4467	264050	917912
4468	264108	917849
4469	264164	917779
4470	264219	917706
4471	264276	917639
4472	264335	917580
4473	264390	917507
4474	264471	917525
4475	264534	917479
4476	264594	917422
4477	264649	917348
4478	264703	917273
4479	264761	917211
4480	264817	917141
4481	264875	917076
4482	264937	917027
4483	264998	916973
4484	265053	916902
4485	265110	916835
4486	265166	916766
4487	265224	916703
4488	265282	916640
4489	265338	916569
4490	265395	916505
4491	265456	916452
4492	265526	916430
4493	265588	916379
4494	265646	916318
4495	265703	916253
4496	265762	916193
4497	265818	916123
4498	265874	916051
4499	265931	915984
4500	265994	915939
4501	266049	915868
4502	266104	915795
4503	266162	915731
4504	266217	915658
4505	266273	915587
4506	266328	915516
4507	266387	915455
4508	266442	915384
4509	266498	915312
4510	266581	915337
4511	266640	915276
4512	266701	915224
4513	266756	915151
4514	266812	915079
4515	266869	915013
4516	266928	914955
4517	266986	914891
4518	267059	914879
4519	267118	914820
4520	267173	914748
4521	267227	914673
4522	267285	914610
4523	267343	914546
4524	267402	914486
4525	267457	914412
4526	267512	914340
4527	267595	914364
4528	267656	914309
4529	267712	914242
4530	267772	914186
4531	267830	914121
4532	267885	914050
4533	267945	913992
4534	267999	913917
4535	268061	913865
4536	268121	913811
4537	268179	913748
4538	268238	913689
4539	268300	913638
4540	268355	913566
4541	268412	913499
4542	268470	913439
4543	268530	913383
4544	268589	913322
4545	268673	913349
4546	268729	913277
4547	268787	913214
4548	268842	913143
4549	268897	913071
4550	268952	912997
4551	269012	912939
4552	269067	912866
4553	269129	912817
4554	269184	912745
4555	269241	912678
4556	269296	912605
4557	269351	912532
4558	269406	912459
4559	269463	912393
4560	269522	912334
4561	269577	912261
4562	269729	912517
4563	269798	912490
4564	269860	912440
4565	269915	912369
4566	269972	912303
4567	270032	912245
4568	270090	912184
4569	270146	912113
4570	270203	912046
4571	270264	911993
4572	270320	911926
4573	270376	911855
4574	270436	911801
4575	270496	911741
4576	270555	911683
4577	270617	911635
4578	270676	911576
4579	270761	911602
4580	270824	911555
4581	270884	911502
4582	270949	911460
4583	271012	911415
4584	271071	911355
4585	271131	911300
4586	271187	911229
4587	271247	911173
4588	271307	911118
4589	271367	911062
4590	271423	910991
4591	271482	910931
4592	271541	910873
4593	271598	910807
4594	271654	910737
4595	271714	910680
4596	271796	910697
4597	271859	910652
4598	271918	910593
4599	271973	910520
4600	272031	910456
4601	272092	910403
4602	272146	910329
4603	272202	910257
4604	272262	910202
4605	272326	910158
4606	272381	910085
4607	272435	910009
4608	272489	909934
4609	272546	909868
4610	272603	909802
4611	272659	909733
4612	272715	909662
4613	272775	909606
4614	272846	909587
4615	272906	909529
4616	272961	909457
4617	273020	909399
4618	273076	909329
4619	273132	909259
4620	273192	909202
4621	273249	909135
4622	273306	909072
4623	273366	909014
4624	273425	908954
4625	273489	908912
4626	273544	908839
4627	273601	908772
4628	273679	908776
4629	273743	908734
4630	273799	908665
4631	273881	908680
4632	273944	908634
4633	274001	908568
4634	274060	908509
4635	274119	908448
4636	274179	908393
4637	274239	908336
4638	274296	908271
4639	274360	908228
4640	274419	908167
4641	274478	908109
4642	274538	908052
4643	274593	907978
4644	274650	907913
4645	274707	907846
4646	274762	907775
4647	274818	907704
4648	274878	907650
4649	274969	907696
4650	275029	907637
4651	275086	907571
4652	275146	907516
4653	275205	907455
4654	275259	907381
4655	275316	907314
4656	275374	907250
4657	275431	907184
4658	275491	907128
4659	275548	907063
4660	275603	906989
4661	275658	906917
4662	275712	906842
4663	275770	906777
4664	275825	906706
4665	275881	906635
4666	276027	906862
4667	276092	906823
4668	276147	906751
4669	276207	906694
4670	276270	906646
4671	276326	906578
4672	276382	906509
4673	276438	906439
4674	276498	906383
4675	276557	906324
4676	276616	906262
4677	276673	906198
4678	276730	906130
4679	276788	906067
4680	276847	906009
4681	276905	905946
4682	276968	905900
4683	277024	905828
4684	277113	905867
4685	277168	905796
4686	277225	905730
4687	277281	905658
4688	277337	905590
4689	277392	905516
4690	277452	905460
4691	277518	905423
4692	277575	905359
4693	277631	905288
4694	277692	905237
4695	277751	905175
4696	277806	905104
4697	277864	905041
4698	277923	904982
4699	277979	904910
4700	278033	904836
4701	278106	904823
4702	278169	904774
4703	278224	904704
4704	278280	904631
4705	278337	904568
4706	278396	904508
4707	278455	904447
4708	278509	904373
4709	278568	904312
4710	278631	904265
4711	278687	904195
4712	278742	904122
4713	278796	904049
4714	278853	903983
4715	278910	903916
4716	278969	903856
4717	279027	903793
4718	279087	903737
4719	279168	903749
4720	279229	903696
4721	279286	903628
4722	279362	903624
4723	279421	903566
4724	279476	903493
4725	279531	903420
4726	279589	903357
4727	279651	903307
4728	279709	903244
4729	279765	903175
4730	279823	903113
4731	279878	903039
4732	279932	902965
4733	279988	902894
4734	280044	902827
4735	280101	902758
4736	280157	902688
4737	280237	902697
4738	280302	902658
4739	280360	902594
4740	280418	902533
4741	280476	902470
4742	280534	902406
4743	280589	902333
4744	280644	902261
4745	280705	902208
4746	280768	902161
4747	280824	902093
4748	280883	902031
4749	280938	901960
4750	280996	901897
4751	281052	901827
4752	281108	901758
4753	281167	901699
4754	281249	901715
4755	281313	901671
4756	281369	901599
4757	281424	901528
4758	281482	901464
4759	281537	901392
4760	281592	901320
4761	281651	901260
4762	281711	901204
4763	281769	901141
4764	281827	901078
4765	281882	901005
4766	281941	900946
4767	281997	900879
4768	282056	900818
4769	282113	900753
4770	282174	900699
4771	282233	900638
4772	282363	900807
4773	282427	900761
4774	282483	900692
4775	282540	900625
4776	282595	900554
4777	282652	900489
4778	282711	900429
4779	282769	900367
4780	282828	900306
4781	282887	900246
4782	282944	900180
4783	283000	900110
4784	283055	900038
4785	283114	899979
4786	283173	899919
4787	283229	899850
4788	283288	899790
4789	283349	899738
4790	283431	899750
4791	283491	899694
4792	283546	899623
4793	283606	899565
4794	283662	899497
4795	283721	899438
4796	283779	899373
4797	283836	899308
4798	283902	899270
4799	283957	899198
4800	284015	899135
4801	284076	899081
4802	284131	899010
4803	284191	898952
4804	284246	898881
4805	284304	898817
4806	284358	898744
4807	284445	898772
